Record_ID,Date,Zone,Area,Mode_of_Transportation,Income_Group,Service_Coverage,Travel_Time_min,Mobility_Access_Score,Latitude,Longitude
640,2025-04-14,South,HSR Layout,Metro,Middle Income,66.9,60.44,40.28,12.908566,77.646123
650,2025-04-14,South,HSR Layout,Scooter,High Income,59.64,36.2,53.97,12.908221,77.634611
665,2025-04-15,Central,Shivajinagar,Scooter,High Income,61.73,40.14,52.2,12.988234,77.603805
920,2025-04-15,North,Hebbal,Bus,Low Income,39.41,58.61,27.84,13.034966,77.603144
167,2025-04-15,West,Nagarbhavi,Scooter,Low Income,42.53,46.47,38.07,12.957186,77.503599
841,2025-04-16,East,Marathahalli,Scooter,Middle Income,54.86,35.6,52.0,12.958531,77.704791
535,2025-04-16,South,Jayanagar,Car,Low Income,39.55,57.58,28.65,12.926025,77.589546
42,2025-04-16,West,Vijayanagar,Car,Low Income,40.96,48.95,35.52,12.965671,77.537395
608,2025-04-17,North,Hebbal,Bus,Middle Income,58.0,42.08,48.95,13.030254,77.592777
305,2025-04-17,South,HSR Layout,Bike,Middle Income,57.27,49.88,43.01,12.915099,77.639269
265,2025-04-17,South,HSR Layout,Metro,Middle Income,69.42,39.59,56.43,12.903839,77.63293
525,2025-04-17,South,Koramangala,Car,Low Income,46.35,42.79,42.61,12.940975,77.618836
165,2025-04-19,North,Malleshwaram,Bike,Middle Income,54.01,46.91,43.5,13.01076,77.565631
524,2025-04-19,South,Koramangala,Metro,High Income,68.85,42.16,54.31,12.936102,77.623599
709,2025-04-20,Central,Shivajinagar,Bike,High Income,72.75,20.72,71.58,12.979136,77.608744
747,2025-04-20,East,Indiranagar,Car,High Income,64.67,46.09,49.41,12.975399,77.639011
476,2025-04-21,East,Indiranagar,Scooter,Middle Income,51.36,43.5,44.61,12.973894,77.634681
622,2025-04-21,East,Marathahalli,Metro,High Income,81.99,36.96,64.6,12.951548,77.696575
736,2025-04-21,North,Malleshwaram,Car,Middle Income,55.79,44.55,46.07,13.010703,77.570557
56,2025-04-21,West,Nagarbhavi,Car,Middle Income,43.83,40.5,42.99,12.959508,77.513867
984,2025-04-22,South,HSR Layout,Metro,High Income,74.31,35.71,61.64,12.914259,77.638988
593,2025-04-22,South,HSR Layout,Scooter,Middle Income,75.25,30.93,65.53,12.912618,77.632291
757,2025-04-23,North,Yelahanka,Scooter,Middle Income,63.87,30.61,60.07,13.102193,77.592334
240,2025-04-23,South,HSR Layout,Car,Middle Income,73.71,38.94,59.04,12.913313,77.636379
979,2025-04-25,North,Malleshwaram,Car,Middle Income,54.61,54.53,38.35,12.998013,77.563302
915,2025-04-25,West,Vijayanagar,Bus,High Income,77.05,27.26,69.05,12.971817,77.54933
394,2025-04-26,Central,Richmond Town,Metro,Low Income,80.39,26.07,71.57,12.964212,77.593477
776,2025-04-26,North,Yelahanka,Car,Middle Income,55.24,45.18,45.35,13.095539,77.596119
918,2025-04-26,South,HSR Layout,Car,High Income,70.73,35.74,59.83,12.913505,77.634493
223,2025-04-27,Central,Shivajinagar,Bike,Middle Income,66.7,36.09,57.57,12.979409,77.600388
405,2025-04-27,East,Marathahalli,Bike,Middle Income,63.64,35.84,56.22,12.959392,77.701898
419,2025-04-27,South,HSR Layout,Scooter,Low Income,53.99,43.7,45.78,12.904042,77.631464
790,2025-04-27,South,Jayanagar,Bike,Middle Income,46.93,38.43,46.01,12.937487,77.59056
927,2025-04-27,West,Nagarbhavi,Bus,High Income,57.57,49.27,43.59,12.953733,77.509741
80,2025-04-27,West,Rajajinagar,Scooter,High Income,40.47,39.35,42.13,12.986205,77.550694
367,2025-04-28,West,Rajajinagar,Bus,Low Income,48.8,42.46,44.07,12.998285,77.558297
887,2025-04-29,Central,Richmond Town,Bus,Middle Income,70.62,48.53,50.65,12.953521,77.607487
602,2025-04-29,East,Marathahalli,Bus,Middle Income,61.71,47.71,46.78,12.958438,77.698854
695,2025-04-29,North,Yelahanka,Scooter,Low Income,52.93,39.94,47.94,13.099031,77.602254
981,2025-04-29,South,Koramangala,Car,Middle Income,65.72,37.2,56.29,12.929929,77.627259
941,2025-04-29,West,Rajajinagar,Bike,Low Income,25.0,40.45,33.61,12.993166,77.5463
762,2025-04-30,East,Whitefield,Bus,Middle Income,59.92,52.29,42.61,12.97559,77.74582
43,2025-04-30,North,Malleshwaram,Car,Middle Income,53.82,46.13,43.96,12.996558,77.559694
262,2025-04-30,North,Malleshwaram,Metro,High Income,65.82,27.74,63.09,13.000129,77.568115
910,2025-05-01,South,Jayanagar,Metro,Low Income,53.52,43.78,45.49,12.925048,77.596365
553,2025-05-01,West,Nagarbhavi,Scooter,Middle Income,45.81,37.7,45.97,12.956503,77.509873
726,2025-05-02,West,Vijayanagar,Bus,Low Income,41.11,52.18,33.28,12.9785,77.546765
764,2025-05-03,Central,Shivajinagar,Bus,Middle Income,81.09,33.09,66.91,12.989988,77.608722
161,2025-05-04,North,Hebbal,Scooter,High Income,69.96,47.41,51.12,13.035963,77.598176
218,2025-05-05,East,Marathahalli,Bike,Middle Income,66.12,26.46,64.16,12.954152,77.69696
670,2025-05-05,North,Hebbal,Car,Low Income,52.93,41.14,47.08,13.042462,77.594424
891,2025-05-05,West,Rajajinagar,Bus,High Income,74.97,33.92,63.26,12.984273,77.55295
193,2025-05-06,Central,Shivajinagar,Bike,Middle Income,64.56,39.92,53.76,12.985191,77.601135
716,2025-05-07,Central,Richmond Town,Car,Low Income,48.42,43.51,43.14,12.963948,77.59928
777,2025-05-07,Central,Richmond Town,Metro,High Income,75.99,26.43,69.12,12.96765,77.595601
488,2025-05-07,Central,Richmond Town,Scooter,Middle Income,57.09,51.3,41.9,12.955435,77.59367
879,2025-05-07,Central,Shivajinagar,Bike,Middle Income,69.72,39.8,56.43,12.992113,77.605692
108,2025-05-07,North,Yelahanka,Car,Low Income,57.08,30.62,56.67,13.107905,77.589207
267,2025-05-07,South,HSR Layout,Car,Low Income,50.26,42.98,44.43,12.906881,77.641962
273,2025-05-09,Central,Shivajinagar,Metro,Middle Income,79.35,22.51,73.6,12.978574,77.610378
660,2025-05-09,East,Whitefield,Scooter,Middle Income,36.33,43.14,37.35,12.968637,77.752544
18,2025-05-09,North,Malleshwaram,Car,Middle Income,58.5,45.45,46.78,12.999968,77.570191
225,2025-05-09,North,Yelahanka,Metro,Middle Income,70.11,29.59,63.92,13.105161,77.594253
138,2025-05-10,North,Hebbal,Metro,Low Income,57.66,39.26,50.79,13.033914,77.598577
738,2025-05-10,North,Hebbal,Scooter,Middle Income,69.87,35.0,59.93,13.039513,77.589581
912,2025-05-10,North,Yelahanka,Car,Middle Income,64.55,37.08,55.79,13.094215,77.602749
619,2025-05-10,South,Koramangala,Bus,Middle Income,60.19,34.43,55.51,12.941822,77.631843
263,2025-05-10,West,Nagarbhavi,Bus,Low Income,38.39,39.67,40.86,12.950599,77.512471
820,2025-05-11,Central,Richmond Town,Scooter,High Income,89.61,38.2,67.52,12.966882,77.602166
256,2025-05-11,Central,Shivajinagar,Bike,Low Income,45.92,34.93,48.01,12.982279,77.602734
369,2025-05-11,East,Whitefield,Scooter,Middle Income,55.1,39.35,49.45,12.964503,77.757978
144,2025-05-12,East,Indiranagar,Scooter,High Income,55.08,32.76,54.14,12.980001,77.646813
865,2025-05-13,Central,MG Road,Metro,High Income,93.12,30.34,74.89,12.977886,77.606788
831,2025-05-13,Central,Shivajinagar,Metro,High Income,68.36,33.24,60.44,12.979928,77.599037
830,2025-05-13,East,Whitefield,Car,Low Income,55.5,37.46,50.99,12.972117,77.756514
26,2025-05-13,North,Hebbal,Car,Middle Income,55.93,44.94,45.86,13.034605,77.600285
835,2025-05-13,North,Yelahanka,Metro,High Income,66.45,38.79,55.52,13.093452,77.603199
807,2025-05-14,Central,Richmond Town,Scooter,Low Income,57.04,44.75,46.56,12.956966,77.607192
890,2025-05-14,East,Marathahalli,Bike,Low Income,58.43,47.89,45.01,12.954096,77.701082
638,2025-05-14,North,Hebbal,Bike,Low Income,57.64,35.48,53.48,13.035781,77.591145
366,2025-05-14,North,Yelahanka,Metro,High Income,81.93,42.89,60.33,13.099609,77.602592
973,2025-05-14,South,HSR Layout,Scooter,Low Income,48.68,49.75,38.8,12.919312,77.639046
601,2025-05-15,North,Malleshwaram,Metro,Middle Income,60.32,34.42,55.58,12.999123,77.564393
468,2025-05-15,South,Jayanagar,Metro,High Income,63.66,60.38,38.7,12.928955,77.59587
327,2025-05-15,West,Nagarbhavi,Bus,Middle Income,60.38,33.74,56.09,12.948685,77.513986
92,2025-05-16,East,Indiranagar,Car,Low Income,47.31,33.32,49.85,12.983365,77.648035
83,2025-05-16,East,Marathahalli,Car,Low Income,57.78,36.83,52.59,12.95875,77.693323
810,2025-05-16,North,Hebbal,Bus,Low Income,50.46,54.35,36.41,13.035173,77.604821
573,2025-05-17,East,Whitefield,Bike,Middle Income,61.12,38.77,52.87,12.96831,77.752879
743,2025-05-18,South,Jayanagar,Car,Low Income,46.13,47.73,38.97,12.92882,77.600162
531,2025-05-19,Central,MG Road,Bus,Low Income,47.27,44.56,41.81,12.979044,77.604293
782,2025-05-19,East,Indiranagar,Bike,Low Income,55.15,35.52,52.2,12.984168,77.633317
496,2025-05-19,South,HSR Layout,Bike,High Income,57.56,45.88,46.01,12.911974,77.639214
440,2025-05-19,South,HSR Layout,Bus,High Income,79.31,26.02,71.07,12.905349,77.635128
147,2025-05-19,West,Nagarbhavi,Scooter,Low Income,25.28,53.89,24.14,12.958584,77.512096
489,2025-05-20,Central,Shivajinagar,Bike,Middle Income,69.66,29.15,64.0,12.988465,77.607662
450,2025-05-20,East,Indiranagar,Car,Low Income,45.91,36.93,46.58,12.986057,77.639012
48,2025-05-20,East,Marathahalli,Bus,High Income,69.45,34.55,60.05,12.954468,77.703516
951,2025-05-21,Central,MG Road,Scooter,Middle Income,70.61,29.96,63.9,12.981397,77.606626
224,2025-05-21,South,HSR Layout,Bus,High Income,71.02,40.52,56.57,12.909889,77.644932
128,2025-05-22,Central,MG Road,Car,Middle Income,59.78,48.13,45.51,12.979979,77.606957
303,2025-05-22,Central,Richmond Town,Scooter,Middle Income,66.08,45.12,50.81,12.961906,77.594409
497,2025-05-22,East,Marathahalli,Metro,Middle Income,58.19,52.47,41.62,12.964658,77.692675
884,2025-05-23,North,Yelahanka,Scooter,Middle Income,46.5,41.4,43.68,13.095141,77.588683
668,2025-05-23,South,HSR Layout,Bike,Low Income,57.09,41.34,49.01,12.916987,77.635759
882,2025-05-23,South,HSR Layout,Metro,Low Income,76.31,30.93,66.06,12.913539,77.64024
703,2025-05-23,West,Rajajinagar,Bike,Middle Income,37.96,43.32,38.03,12.997463,77.553832
151,2025-05-24,East,Marathahalli,Bike,Middle Income,64.09,33.78,57.92,12.957383,77.691256
523,2025-05-24,East,Whitefield,Bus,Low Income,54.37,51.51,40.39,12.969612,77.750822
888,2025-05-24,South,HSR Layout,Metro,Low Income,66.19,31.34,60.71,12.912361,77.64166
960,2025-05-24,South,Koramangala,Bus,Middle Income,59.81,42.89,49.27,12.934046,77.624689
772,2025-05-26,East,Indiranagar,Scooter,Middle Income,64.44,42.69,51.73,12.97306,77.645328
774,2025-05-26,South,HSR Layout,Metro,Middle Income,83.83,18.83,78.47,12.911801,77.633948
557,2025-05-26,South,Jayanagar,Metro,High Income,75.87,25.57,69.67,12.936263,77.597989
474,2025-05-26,West,Nagarbhavi,Bike,High Income,60.97,44.63,48.61,12.957039,77.514345
961,2025-05-27,Central,MG Road,Bus,Low Income,65.89,37.98,55.82,12.969546,77.602588
324,2025-05-27,West,Rajajinagar,Bus,Low Income,47.91,46.93,40.44,12.99503,77.556278
478,2025-05-28,South,Koramangala,Metro,Middle Income,77.43,29.38,67.73,12.927247,77.621278
403,2025-05-28,South,Koramangala,Scooter,High Income,63.8,34.49,57.27,12.932501,77.623066
169,2025-05-28,West,Vijayanagar,Metro,Middle Income,53.53,34.09,52.42,12.976686,77.54959
71,2025-05-29,North,Hebbal,Metro,Low Income,55.04,53.94,38.99,13.040144,77.599384
623,2025-05-29,South,Koramangala,Bike,Middle Income,60.99,48.22,46.05,12.927328,77.632119
443,2025-05-29,South,Koramangala,Scooter,Middle Income,48.04,52.14,36.78,12.939327,77.623553
959,2025-05-30,Central,MG Road,Car,Middle Income,52.81,37.78,49.42,12.979102,77.600655
867,2025-05-30,North,Hebbal,Bus,Middle Income,47.23,48.1,39.26,13.032826,77.59332
188,2025-05-31,Central,Richmond Town,Scooter,Middle Income,61.79,39.05,53.01,12.964794,77.592631
453,2025-05-31,East,Marathahalli,Bus,Low Income,49.15,52.57,37.02,12.963316,77.691823
908,2025-05-31,East,Marathahalli,Metro,High Income,76.43,22.16,72.39,12.959203,77.690675
572,2025-05-31,South,HSR Layout,Bus,Middle Income,65.3,32.11,59.72,12.915687,77.646698
375,2025-05-31,South,Koramangala,Bike,Middle Income,51.04,53.36,37.4,12.938896,77.621129
971,2025-05-31,West,Nagarbhavi,Car,Middle Income,45.89,38.63,45.35,12.959014,77.517524
889,2025-06-01,East,Indiranagar,Car,High Income,59.15,48.38,45.02,12.985584,77.638358
226,2025-06-01,North,Malleshwaram,Bus,Middle Income,51.4,33.01,52.12,13.001843,77.558577
839,2025-06-01,West,Rajajinagar,Bike,Low Income,39.18,53.77,31.19,12.988724,77.551814
900,2025-06-03,North,Hebbal,Metro,High Income,90.95,31.73,72.81,13.029605,77.591083
475,2025-06-03,West,Nagarbhavi,Bike,Middle Income,44.97,48.99,37.49,12.957709,77.513871
759,2025-06-03,West,Nagarbhavi,Bus,Middle Income,71.78,37.95,58.78,12.953825,77.510962
155,2025-06-03,West,Rajajinagar,Bike,High Income,71.06,54.08,46.9,12.996848,77.548112
682,2025-06-04,West,Nagarbhavi,Car,Low Income,47.3,36.36,47.68,12.95578,77.513404
296,2025-06-05,East,Indiranagar,Bike,Middle Income,89.6,37.45,68.05,12.973583,77.644458
215,2025-06-05,South,Koramangala,Scooter,Low Income,53.86,34.66,52.17,12.930754,77.631743
231,2025-06-05,West,Rajajinagar,Car,Low Income,59.1,42.21,49.4,12.991566,77.554383
36,2025-06-06,East,Indiranagar,Car,Middle Income,66.55,43.66,52.09,12.982424,77.641246
595,2025-06-06,North,Malleshwaram,Bike,High Income,65.39,34.51,58.04,13.008029,77.564259
423,2025-06-06,South,HSR Layout,Car,Low Income,38.73,41.48,39.74,12.916823,77.645886
850,2025-06-06,South,HSR Layout,Car,Middle Income,68.04,29.33,63.07,12.908537,77.646425
954,2025-06-07,East,Whitefield,Scooter,High Income,68.27,34.18,59.72,12.972654,77.743384
873,2025-06-08,East,Marathahalli,Bike,Middle Income,48.94,51.74,37.51,12.966783,77.691423
413,2025-06-08,East,Marathahalli,Bus,High Income,78.74,34.16,64.97,12.961406,77.691626
925,2025-06-08,East,Marathahalli,Bus,Middle Income,71.08,29.46,64.5,12.964025,77.697271
9,2025-06-08,East,Marathahalli,Car,Middle Income,56.11,60.28,35.0,12.954515,77.696614
330,2025-06-08,North,Hebbal,Scooter,Low Income,50.02,38.49,47.52,13.028515,77.590769
533,2025-06-08,North,Yelahanka,Scooter,Low Income,39.41,41.73,39.9,13.106268,77.597876
853,2025-06-08,South,Koramangala,Metro,High Income,69.25,39.71,56.26,12.940945,77.632077
266,2025-06-08,West,Rajajinagar,Car,Low Income,57.85,35.85,53.32,12.999686,77.555307
616,2025-06-09,Central,Shivajinagar,Car,Middle Income,67.79,43.35,52.93,12.988692,77.606217
938,2025-06-09,East,Whitefield,Bike,Middle Income,68.27,42.3,53.93,12.962077,77.742471
286,2025-06-09,North,Hebbal,Bus,High Income,64.68,48.6,47.63,13.041333,77.590188
424,2025-06-10,Central,MG Road,Bike,Middle Income,70.06,41.79,55.18,12.982246,77.605537
741,2025-06-10,Central,MG Road,Car,Low Income,53.51,49.34,41.51,12.977439,77.603859
834,2025-06-10,East,Indiranagar,Metro,Low Income,57.79,26.24,60.15,12.977916,77.635484
61,2025-06-10,East,Marathahalli,Car,Middle Income,70.68,23.06,68.87,12.953576,77.697651
784,2025-06-11,Central,MG Road,Scooter,Middle Income,69.21,33.37,60.77,12.976045,77.611884
457,2025-06-11,Central,Richmond Town,Metro,Middle Income,90.73,39.77,66.96,12.967096,77.605264
62,2025-06-11,South,Jayanagar,Metro,High Income,62.18,35.33,55.86,12.931454,77.592311
66,2025-06-11,West,Nagarbhavi,Metro,High Income,77.38,40.68,59.63,12.962598,77.514108
753,2025-06-12,West,Nagarbhavi,Car,Middle Income,55.3,35.69,52.16,12.951658,77.516282
25,2025-06-12,West,Nagarbhavi,Metro,High Income,78.25,42.87,58.5,12.958049,77.509403
508,2025-06-12,West,Rajajinagar,Metro,Middle Income,54.59,38.85,49.55,12.990807,77.553535
261,2025-06-13,Central,Richmond Town,Metro,Middle Income,81.17,37.09,64.1,12.954083,77.603561
116,2025-06-13,East,Whitefield,Bike,Low Income,37.89,44.19,37.38,12.970881,77.753767
993,2025-06-13,West,Nagarbhavi,Scooter,Low Income,46.87,46.2,40.43,12.962529,77.507635
179,2025-06-13,West,Rajajinagar,Scooter,Middle Income,39.42,55.9,29.78,12.985492,77.548143
390,2025-06-14,North,Yelahanka,Metro,Middle Income,63.9,39.34,53.85,13.099075,77.599641
697,2025-06-15,Central,MG Road,Bus,Low Income,63.53,34.46,57.15,12.980396,77.605927
461,2025-06-15,Central,Shivajinagar,Car,Middle Income,67.0,37.83,56.48,12.98809,77.61103
821,2025-06-15,East,Indiranagar,Bike,Low Income,63.6,30.47,60.04,12.978846,77.638312
836,2025-06-15,East,Marathahalli,Scooter,Low Income,43.03,38.96,43.69,12.963976,77.703127
112,2025-06-15,South,HSR Layout,Metro,Middle Income,66.67,33.06,59.72,12.91771,77.641082
336,2025-06-16,Central,Richmond Town,Scooter,High Income,71.27,36.36,59.66,12.957769,77.602511
397,2025-06-16,North,Malleshwaram,Bike,Low Income,49.77,44.25,43.28,13.002078,77.564866
157,2025-06-16,North,Malleshwaram,Scooter,Middle Income,56.5,36.3,52.32,13.001907,77.569316
51,2025-06-16,North,Yelahanka,Scooter,Low Income,46.64,45.05,41.14,13.095702,77.598156
797,2025-06-17,Central,MG Road,Car,Low Income,68.83,42.02,54.4,12.977945,77.605079
127,2025-06-17,Central,Richmond Town,Metro,High Income,80.79,20.94,75.44,12.958007,77.598578
548,2025-06-17,Central,Shivajinagar,Bus,Low Income,74.46,40.07,58.61,12.990264,77.609506
482,2025-06-17,South,HSR Layout,Scooter,Middle Income,51.04,42.42,45.22,12.905696,77.633716
105,2025-06-17,West,Nagarbhavi,Bike,Low Income,49.13,36.27,48.66,12.955969,77.502811
849,2025-06-17,West,Vijayanagar,Metro,Middle Income,56.53,37.49,51.49,12.971545,77.540351
159,2025-06-18,Central,MG Road,Metro,Middle Income,83.56,30.24,70.18,12.981932,77.610107
556,2025-06-18,East,Whitefield,Scooter,Middle Income,46.81,53.83,34.96,12.975379,77.746813
995,2025-06-18,South,HSR Layout,Bus,Middle Income,64.08,33.98,57.77,12.91605,77.63899
985,2025-06-19,Central,MG Road,Metro,Middle Income,82.58,31.17,69.03,12.980766,77.602183
657,2025-06-19,East,Marathahalli,Scooter,Low Income,49.65,49.64,39.36,12.957809,77.698009
758,2025-06-19,West,Rajajinagar,Scooter,Low Income,41.17,43.62,39.43,12.994102,77.556267
942,2025-06-20,North,Yelahanka,Metro,Middle Income,53.9,40.02,48.36,13.097768,77.588653
536,2025-06-20,West,Vijayanagar,Car,Middle Income,45.81,39.37,44.79,12.967414,77.546074
230,2025-06-21,Central,MG Road,Car,Middle Income,80.52,44.03,58.81,12.969201,77.609046
794,2025-06-21,South,Jayanagar,Bus,High Income,70.91,36.46,59.41,12.928511,77.598097
124,2025-06-21,South,Jayanagar,Scooter,Middle Income,64.16,39.34,53.98,12.930982,77.587277
870,2025-06-21,West,Rajajinagar,Bus,Low Income,66.06,35.51,57.67,12.993528,77.549451
333,2025-06-22,Central,Richmond Town,Bus,Low Income,68.89,36.56,58.32,12.968368,77.600461
207,2025-06-22,East,Indiranagar,Car,Middle Income,71.4,30.91,63.62,12.975564,77.641755
731,2025-06-22,North,Yelahanka,Bike,High Income,58.08,29.06,58.29,13.107999,77.592621
689,2025-06-23,Central,Shivajinagar,Scooter,Middle Income,62.61,34.03,57.0,12.990151,77.60874
395,2025-06-23,East,Marathahalli,Bus,Middle Income,69.47,40.69,55.67,12.95524,77.693501
542,2025-06-23,North,Hebbal,Car,Middle Income,63.29,31.36,59.24,13.032296,77.598242
426,2025-06-23,North,Malleshwaram,Bus,High Income,68.32,37.26,57.54,12.997713,77.560744
213,2025-06-23,North,Malleshwaram,Car,Middle Income,55.53,46.72,44.39,13.00126,77.572171
7,2025-06-24,North,Malleshwaram,Bike,Middle Income,72.75,33.94,62.13,13.00957,77.567427
721,2025-06-24,South,Jayanagar,Bike,Low Income,58.16,53.16,41.11,12.925633,77.589741
381,2025-06-25,Central,MG Road,Scooter,Low Income,62.56,41.67,51.51,12.983739,77.610216
848,2025-06-25,East,Marathahalli,Scooter,Low Income,62.78,40.94,52.14,12.953462,77.69034
718,2025-06-25,East,Whitefield,Bus,Low Income,64.94,37.62,55.6,12.966292,77.745841
217,2025-06-25,South,Jayanagar,Bike,Middle Income,54.94,56.47,37.13,12.93375,77.595463
87,2025-06-25,South,Koramangala,Metro,Middle Income,59.86,41.95,49.96,12.935263,77.621467
386,2025-06-26,Central,MG Road,Car,Low Income,58.35,48.15,44.78,12.975551,77.607681
699,2025-06-26,Central,Richmond Town,Bike,High Income,67.17,25.13,65.63,12.958865,77.605989
819,2025-06-26,East,Indiranagar,Car,Low Income,54.9,51.71,40.51,12.97094,77.648539
109,2025-06-26,South,Jayanagar,Car,High Income,66.78,45.23,51.08,12.933259,77.596832
232,2025-06-27,West,Nagarbhavi,Metro,High Income,60.61,47.85,46.13,12.959959,77.502719
546,2025-06-27,West,Rajajinagar,Metro,Middle Income,66.07,41.71,53.24,12.992399,77.545448
107,2025-06-28,South,Jayanagar,Bike,Middle Income,58.91,43.25,48.56,12.928376,77.596898
471,2025-06-29,East,Indiranagar,Scooter,Low Income,57.82,42.26,48.73,12.978437,77.636068
498,2025-06-29,North,Hebbal,Bus,Middle Income,59.2,30.32,57.94,13.038648,77.595424
257,2025-06-29,West,Nagarbhavi,Bike,Low Income,54.2,32.91,53.6,12.960845,77.508031
881,2025-06-29,West,Rajajinagar,Bus,Low Income,51.72,33.04,52.26,12.997882,77.551141
55,2025-06-30,East,Indiranagar,Scooter,Middle Income,69.87,32.67,61.6,12.971543,77.648302
75,2025-07-01,Central,MG Road,Car,Low Income,60.26,40.81,50.98,12.977186,77.604456
90,2025-07-01,North,Hebbal,Bike,Middle Income,64.95,34.75,57.65,13.041029,77.598701
427,2025-07-01,North,Malleshwaram,Bus,Middle Income,61.79,35.62,55.45,12.995691,77.560824
469,2025-07-01,South,HSR Layout,Bike,Low Income,35.23,58.14,26.09,12.906539,77.641364
545,2025-07-01,South,Koramangala,Bus,Middle Income,71.88,37.02,59.49,12.939041,77.631001
100,2025-07-02,Central,Richmond Town,Bus,Middle Income,82.17,32.79,67.66,12.96344,77.591961
60,2025-07-02,North,Hebbal,Bike,Low Income,41.59,29.15,49.97,13.040124,77.599177
242,2025-07-02,South,Koramangala,Bus,Middle Income,64.75,35.51,57.01,12.934363,77.628772
6,2025-07-02,South,Koramangala,Metro,Middle Income,73.31,27.29,67.17,12.930975,77.63197
272,2025-07-03,North,Malleshwaram,Bus,Middle Income,70.75,42.38,55.11,13.011031,77.567534
765,2025-07-03,South,Jayanagar,Car,Middle Income,53.8,41.88,46.98,12.934894,77.593481
822,2025-07-03,South,Koramangala,Scooter,Middle Income,56.57,44.0,46.86,12.928054,77.619068
755,2025-07-04,North,Hebbal,Bike,High Income,52.16,44.85,44.05,13.041166,77.603528
409,2025-07-04,North,Yelahanka,Bike,Low Income,53.52,47.45,42.87,13.107501,77.591349
143,2025-07-04,South,HSR Layout,Metro,Middle Income,82.01,34.59,66.3,12.910182,77.633438
314,2025-07-05,North,Malleshwaram,Metro,Middle Income,65.6,34.38,58.24,13.010262,77.570607
673,2025-07-05,South,Koramangala,Metro,Low Income,56.41,36.93,51.83,12.936808,77.616557
737,2025-07-05,South,Koramangala,Metro,High Income,95.08,40.86,68.35,12.927566,77.628708
933,2025-07-06,Central,MG Road,Car,Middle Income,64.38,38.16,54.93,12.972759,77.60057
802,2025-07-06,Central,Richmond Town,Bike,Low Income,56.08,48.49,43.4,12.967011,77.599572
563,2025-07-06,East,Indiranagar,Bus,Middle Income,62.86,46.38,48.3,12.972047,77.637518
148,2025-07-06,North,Hebbal,Metro,Middle Income,71.88,36.56,59.82,13.032786,77.596853
956,2025-07-08,East,Whitefield,Scooter,Middle Income,52.09,52.65,38.44,12.97107,77.749172
949,2025-07-08,North,Hebbal,Bus,Low Income,48.19,36.13,48.29,13.029262,77.59383
988,2025-07-08,North,Yelahanka,Metro,Middle Income,67.78,45.66,51.27,13.093009,77.590964
529,2025-07-09,East,Indiranagar,Metro,Low Income,61.94,33.81,56.82,12.972271,77.646663
919,2025-07-09,East,Whitefield,Metro,High Income,74.01,34.58,62.31,12.967525,77.747016
859,2025-07-09,West,Rajajinagar,Bus,Middle Income,53.03,51.36,39.83,12.984965,77.559685
162,2025-07-10,East,Marathahalli,Scooter,High Income,60.05,41.79,50.18,12.95737,77.702356
509,2025-07-10,North,Yelahanka,Bike,Middle Income,58.96,29.8,58.2,13.093059,77.593751
642,2025-07-10,West,Rajajinagar,Bus,High Income,71.1,25.34,67.45,12.998583,77.55135
452,2025-07-11,East,Marathahalli,Car,Middle Income,54.45,40.42,48.36,12.963272,77.696156
828,2025-07-11,East,Marathahalli,Scooter,Low Income,61.59,40.51,51.86,12.966079,77.6978
347,2025-07-11,North,Hebbal,Bike,High Income,49.37,39.81,46.25,13.04017,77.597376
729,2025-07-11,North,Hebbal,Bike,Low Income,45.27,48.63,37.9,13.037978,77.589531
843,2025-07-11,North,Yelahanka,Car,Middle Income,43.8,30.62,50.03,13.100883,77.600379
103,2025-07-11,West,Nagarbhavi,Bike,High Income,54.37,45.32,44.81,12.958414,77.517037
371,2025-07-12,North,Malleshwaram,Scooter,High Income,69.27,34.09,60.29,13.002665,77.559651
584,2025-07-13,North,Hebbal,Car,Low Income,60.64,44.91,48.24,13.033451,77.598578
505,2025-07-13,North,Malleshwaram,Bus,Low Income,50.68,34.79,50.49,12.996226,77.569525
975,2025-07-14,North,Hebbal,Car,Low Income,37.46,43.45,37.7,13.041478,77.589304
186,2025-07-15,East,Indiranagar,Car,Middle Income,58.1,36.22,53.18,12.97796,77.648404
693,2025-07-15,East,Whitefield,Bus,Low Income,48.65,38.54,46.79,12.970763,77.757253
106,2025-07-15,North,Hebbal,Bike,High Income,58.95,52.9,41.69,13.040698,77.60119
222,2025-07-15,North,Malleshwaram,Scooter,Low Income,36.69,56.66,27.87,13.003205,77.566372
740,2025-07-16,East,Whitefield,Car,High Income,69.68,20.49,70.2,12.96957,77.756165
861,2025-07-16,North,Hebbal,Bike,Middle Income,59.49,42.19,49.61,13.043306,77.59791
49,2025-07-16,North,Malleshwaram,Bike,Middle Income,63.48,47.14,48.07,12.999328,77.559145
77,2025-07-16,North,Malleshwaram,Bus,Low Income,37.49,37.32,42.09,13.004045,77.565476
187,2025-07-16,North,Malleshwaram,Scooter,Low Income,48.35,50.33,38.22,13.000298,77.558046
570,2025-07-16,West,Vijayanagar,Car,Middle Income,57.3,48.83,43.77,12.976289,77.546737
893,2025-07-18,North,Hebbal,Scooter,Low Income,37.49,45.86,35.99,13.034605,77.596517
855,2025-07-18,North,Yelahanka,Scooter,Middle Income,63.12,42.89,50.93,13.103651,77.590046
