Record_ID,Date,Time,Zone,Area,Mobility_Demand,Trip_Count,Weather_Condition,Available_Vehicles,Delay_Minutes,Mode_of_Transportation,Latitude,Longitude,Possible_Reason
221,2025-02-25,10:00:00,West,Rajajinagar,220,177,Rainy,163,10.7,Scooter,12.989544,77.549051,Normal operating conditions
223,2025-02-25,20:00:00,East,Marathahalli,272,210,Cloudy,215,7.4,Car,12.954632,77.693941,Normal operating conditions
224,2025-02-25,20:00:00,South,Jayanagar,271,225,Windy,174,9.0,Scooter,12.928617,77.597824,Normal operating conditions
225,2025-02-26,08:00:00,East,Marathahalli,332,254,Sunny,135,10.6,Metro,12.962546,77.695864,Normal operating conditions
226,2025-02-26,14:00:00,East,Whitefield,146,106,Cloudy,206,3.2,Car,12.968557,77.745558,Normal operating conditions
227,2025-02-26,20:00:00,South,Jayanagar,322,250,Sunny,101,10.9,Metro,12.9313,77.595698,Normal operating conditions
228,2025-02-26,21:00:00,North,Yelahanka,204,168,Sunny,224,9.1,Bike,13.099483,77.596123,Normal operating conditions
231,2025-02-27,06:00:00,South,Jayanagar,305,254,Rainy,133,15.6,Metro,12.929725,77.595087,Normal operating conditions
229,2025-02-27,07:00:00,South,HSR Layout,302,225,Rainy,161,10.4,Bike,12.917257,77.642687,Normal operating conditions
230,2025-02-27,09:00:00,Central,Richmond Town,328,298,Windy,171,15.8,Scooter,12.956151,77.601535,Normal operating conditions
232,2025-02-27,16:00:00,South,HSR Layout,256,224,Foggy,109,4.8,Metro,12.914194,77.633514,Normal operating conditions
235,2025-02-28,06:00:00,Central,MG Road,187,158,Foggy,100,7.6,Bike,12.970406,77.609713,Normal operating conditions
233,2025-02-28,14:00:00,East,Whitefield,213,194,Sunny,190,15.1,Metro,12.972428,77.744641,Normal operating conditions
236,2025-02-28,16:00:00,East,Indiranagar,283,237,Sunny,94,8.7,Bike,12.984382,77.641109,Normal operating conditions
234,2025-02-28,21:00:00,West,Rajajinagar,195,169,Cloudy,91,5.8,Bus,12.996902,77.554917,Normal operating conditions
237,2025-03-01,09:00:00,Central,Shivajinagar,367,300,Rainy,129,8.9,Bike,12.980605,77.600945,Normal operating conditions
240,2025-03-01,10:00:00,North,Hebbal,188,139,Sunny,181,16.4,Bike,13.037084,77.59511,Normal operating conditions
238,2025-03-01,16:00:00,East,Indiranagar,279,218,Sunny,99,14.7,Metro,12.977663,77.645195,Normal operating conditions
239,2025-03-01,20:00:00,West,Rajajinagar,265,238,Cloudy,114,5.0,Bus,12.997542,77.552707,Normal operating conditions
244,2025-03-02,06:00:00,East,Marathahalli,253,203,Sunny,125,13.8,Scooter,12.953308,77.693553,Normal operating conditions
242,2025-03-02,06:00:00,South,Koramangala,204,154,Windy,169,8.4,Scooter,12.934572,77.627704,Normal operating conditions
241,2025-03-02,09:00:00,Central,MG Road,303,221,Cloudy,99,3.1,Bike,12.973701,77.610235,Normal operating conditions
243,2025-03-02,14:00:00,East,Whitefield,162,146,Cloudy,176,11.1,Bike,12.973997,77.755691,Normal operating conditions
248,2025-03-03,07:00:00,Central,Richmond Town,364,272,Sunny,120,12.2,Bus,12.965621,77.600288,Normal operating conditions
247,2025-03-03,09:00:00,West,Vijayanagar,202,185,Cloudy,122,9.2,Scooter,12.976389,77.546662,Normal operating conditions
246,2025-03-03,20:00:00,South,HSR Layout,231,176,Sunny,133,8.8,Car,12.906784,77.639397,Normal operating conditions
245,2025-03-03,21:00:00,Central,Richmond Town,243,198,Sunny,205,11.0,Bike,12.964648,77.600182,Normal operating conditions
251,2025-03-04,07:00:00,North,Hebbal,313,275,Sunny,196,2.7,Metro,13.040889,77.601358,Normal operating conditions
249,2025-03-04,07:00:00,West,Nagarbhavi,203,184,Windy,215,10.2,Car,12.953895,77.506121,Normal operating conditions
250,2025-03-04,12:00:00,North,Yelahanka,181,132,Sunny,170,2.5,Metro,13.102693,77.597643,Normal operating conditions
252,2025-03-04,18:00:00,West,Vijayanagar,240,199,Cloudy,155,5.3,Metro,12.973167,77.549635,Normal operating conditions
253,2025-03-05,07:00:00,Central,MG Road,368,293,Cloudy,131,1.1,Metro,12.973104,77.605416,Normal operating conditions
256,2025-03-05,08:00:00,East,Marathahalli,344,299,Cloudy,96,0.5,Metro,12.956784,77.695701,Normal operating conditions
254,2025-03-05,14:00:00,East,Marathahalli,269,237,Rainy,222,7.6,Bus,12.958694,77.698241,Normal operating conditions
255,2025-03-05,21:00:00,West,Vijayanagar,143,118,Foggy,93,9.1,Car,12.977729,77.550741,Normal operating conditions
260,2025-03-06,16:00:00,Central,Shivajinagar,226,200,Windy,103,9.1,Bike,12.98021,77.599833,Normal operating conditions
257,2025-03-06,17:00:00,East,Whitefield,278,239,Sunny,209,11.6,Scooter,12.973059,77.748598,Normal operating conditions
259,2025-03-06,18:00:00,Central,Richmond Town,316,228,Rainy,205,9.4,Car,12.960249,77.600726,Normal operating conditions
258,2025-03-06,19:00:00,Central,Richmond Town,335,267,Rainy,101,5.7,Car,12.95511,77.599678,Normal operating conditions
264,2025-03-07,08:00:00,West,Rajajinagar,207,189,Sunny,225,14.2,Bike,12.993859,77.547212,Normal operating conditions
261,2025-03-07,12:00:00,East,Indiranagar,182,153,Windy,188,10.6,Scooter,12.973137,77.643695,Normal operating conditions
262,2025-03-07,19:00:00,North,Malleshwaram,226,204,Cloudy,125,5.9,Scooter,13.000972,77.567211,Normal operating conditions
263,2025-03-07,19:00:00,North,Malleshwaram,222,190,Cloudy,114,1.7,Bike,12.999075,77.566429,Normal operating conditions
265,2025-03-08,06:00:00,North,Hebbal,217,165,Sunny,122,8.7,Bus,13.02998,77.592522,Normal operating conditions
267,2025-03-08,10:00:00,East,Indiranagar,305,272,Rainy,171,8.1,Bus,12.974861,77.643097,Normal operating conditions
266,2025-03-08,14:00:00,North,Malleshwaram,126,96,Cloudy,175,14.9,Car,13.009415,77.56698,Normal operating conditions
268,2025-03-08,20:00:00,Central,MG Road,277,240,Sunny,103,2.6,Scooter,12.974469,77.607424,Normal operating conditions
270,2025-03-09,08:00:00,North,Hebbal,262,201,Rainy,159,15.0,Bike,13.02985,77.602987,Normal operating conditions
271,2025-03-09,12:00:00,South,Koramangala,192,161,Cloudy,99,0.5,Bus,12.931801,77.628746,Normal operating conditions
272,2025-03-09,17:00:00,West,Nagarbhavi,253,199,Sunny,116,12.9,Bus,12.962148,77.512176,Normal operating conditions
269,2025-03-09,20:00:00,Central,Shivajinagar,339,293,Cloudy,108,9.2,Scooter,12.980183,77.60558,Normal operating conditions
273,2025-03-10,07:00:00,East,Indiranagar,303,227,Sunny,96,9.7,Bus,12.973205,77.644834,Normal operating conditions
274,2025-03-10,07:00:00,South,Koramangala,291,210,Sunny,130,13.4,Scooter,12.936362,77.628112,Normal operating conditions
276,2025-03-10,07:00:00,West,Vijayanagar,254,190,Cloudy,225,8.3,Metro,12.973951,77.542284,Normal operating conditions
275,2025-03-10,17:00:00,Central,MG Road,376,332,Windy,154,7.3,Metro,12.977204,77.611232,Normal operating conditions
279,2025-03-11,09:00:00,West,Nagarbhavi,271,220,Cloudy,226,7.2,Bus,12.956278,77.509397,Normal operating conditions
277,2025-03-11,20:00:00,East,Marathahalli,331,263,Cloudy,148,10.1,Bus,12.956066,77.696801,Normal operating conditions
278,2025-03-11,20:00:00,East,Marathahalli,273,248,Sunny,134,7.6,Bike,12.961056,77.698926,Normal operating conditions
280,2025-03-11,20:00:00,North,Hebbal,281,253,Sunny,168,6.4,Metro,13.034691,77.599773,Normal operating conditions
282,2025-03-12,07:00:00,North,Yelahanka,257,217,Cloudy,130,10.0,Metro,13.101901,77.596042,Normal operating conditions
284,2025-03-12,07:00:00,South,Jayanagar,326,260,Sunny,148,9.7,Bus,12.926929,77.588132,Normal operating conditions
283,2025-03-12,20:00:00,North,Yelahanka,307,246,Cloudy,193,4.5,Metro,13.097547,77.593345,Normal operating conditions
281,2025-03-12,20:00:00,South,HSR Layout,262,202,Sunny,128,8.5,Car,12.910911,77.6388,Normal operating conditions
288,2025-03-13,06:00:00,North,Yelahanka,176,137,Cloudy,192,4.2,Bike,13.106176,77.591984,Normal operating conditions
285,2025-03-13,12:00:00,Central,Richmond Town,226,179,Sunny,190,0.0,Metro,12.962094,77.597339,Normal operating conditions
286,2025-03-13,14:00:00,North,Hebbal,155,120,Sunny,199,7.3,Car,13.03995,77.591891,Normal operating conditions
287,2025-03-13,17:00:00,East,Indiranagar,303,242,Cloudy,132,0.0,Scooter,12.978669,77.642292,Normal operating conditions
289,2025-03-14,10:00:00,South,HSR Layout,262,235,Rainy,101,9.3,Car,12.914575,77.635432,Normal operating conditions
290,2025-03-14,12:00:00,North,Hebbal,139,123,Sunny,152,9.9,Bike,13.033461,77.598202,Normal operating conditions
292,2025-03-14,12:00:00,West,Nagarbhavi,161,134,Sunny,167,4.2,Bus,12.95303,77.508858,Normal operating conditions
291,2025-03-14,19:00:00,East,Whitefield,301,237,Windy,212,7.6,Bus,12.970004,77.750076,Normal operating conditions
293,2025-03-15,08:00:00,North,Malleshwaram,230,192,Sunny,153,8.7,Car,13.007936,77.561665,Normal operating conditions
295,2025-03-15,16:00:00,South,Koramangala,214,155,Sunny,91,8.0,Car,12.937989,77.618521,Normal operating conditions
294,2025-03-15,18:00:00,East,Indiranagar,307,246,Cloudy,203,7.6,Bike,12.983841,77.643229,Normal operating conditions
296,2025-03-15,21:00:00,West,Nagarbhavi,179,130,Cloudy,95,21.8,Car,12.952888,77.512643,Normal operating conditions
299,2025-03-16,06:00:00,North,Malleshwaram,216,167,Rainy,129,6.7,Scooter,13.002451,77.562443,Normal operating conditions
297,2025-03-16,06:00:00,West,Vijayanagar,143,130,Windy,94,0.0,Scooter,12.969297,77.54931,Normal operating conditions
300,2025-03-16,16:00:00,South,Koramangala,237,191,Rainy,159,6.8,Bike,12.935157,77.624876,Normal operating conditions
298,2025-03-16,18:00:00,North,Malleshwaram,248,188,Cloudy,169,3.9,Scooter,12.999564,77.561177,Normal operating conditions
301,2025-03-17,08:00:00,North,Yelahanka,271,219,Cloudy,118,6.3,Scooter,13.094789,77.60043,Normal operating conditions
303,2025-03-17,10:00:00,South,Koramangala,290,234,Cloudy,190,7.5,Metro,12.935805,77.620532,Normal operating conditions
304,2025-03-17,17:00:00,South,Koramangala,251,221,Windy,99,8.2,Bike,12.938963,77.630359,Normal operating conditions
302,2025-03-17,18:00:00,North,Yelahanka,259,191,Sunny,163,2.5,Bus,13.102616,77.597863,Normal operating conditions
305,2025-03-18,08:00:00,East,Indiranagar,354,291,Rainy,191,6.6,Bike,12.981024,77.641077,Normal operating conditions
307,2025-03-18,10:00:00,Central,MG Road,311,230,Rainy,215,8.4,Car,12.971637,77.601941,Normal operating conditions
306,2025-03-18,16:00:00,West,Vijayanagar,191,158,Rainy,146,5.6,Scooter,12.97468,77.540443,Normal operating conditions
308,2025-03-18,19:00:00,Central,Richmond Town,373,280,Rainy,185,7.7,Scooter,12.966365,77.594953,Normal operating conditions
312,2025-03-19,07:00:00,South,HSR Layout,267,225,Sunny,185,3.2,Bike,12.908341,77.635464,Normal operating conditions
311,2025-03-19,08:00:00,East,Whitefield,344,296,Cloudy,98,5.6,Metro,12.966071,77.744198,Normal operating conditions
310,2025-03-19,09:00:00,North,Malleshwaram,242,208,Cloudy,214,0.0,Car,13.002326,77.568555,Normal operating conditions
309,2025-03-19,10:00:00,East,Indiranagar,269,245,Sunny,188,5.4,Bus,12.981177,77.644008,Normal operating conditions
315,2025-03-20,12:00:00,South,Jayanagar,162,134,Sunny,162,11.1,Car,12.926915,77.593489,Normal operating conditions
313,2025-03-20,18:00:00,South,HSR Layout,277,246,Cloudy,182,2.7,Bike,12.917586,77.638094,Normal operating conditions
314,2025-03-20,20:00:00,West,Rajajinagar,294,213,Rainy,101,8.3,Metro,12.996872,77.55658,Normal operating conditions
316,2025-03-20,21:00:00,Central,MG Road,253,204,Sunny,185,7.9,Scooter,12.970105,77.608227,Normal operating conditions
319,2025-03-21,07:00:00,Central,MG Road,340,293,Cloudy,176,11.5,Bike,12.976796,77.60778,Normal operating conditions
320,2025-03-21,14:00:00,South,HSR Layout,201,185,Sunny,116,10.1,Metro,12.913768,77.644727,Normal operating conditions
317,2025-03-21,17:00:00,South,Jayanagar,322,290,Rainy,140,8.3,Bike,12.931785,77.588268,Normal operating conditions
318,2025-03-21,18:00:00,West,Nagarbhavi,213,156,Sunny,197,9.0,Bike,12.95467,77.506405,Normal operating conditions
324,2025-03-22,07:00:00,West,Rajajinagar,265,203,Rainy,135,6.5,Scooter,12.994223,77.555208,Normal operating conditions
322,2025-03-22,12:00:00,Central,Richmond Town,210,187,Sunny,99,5.8,Scooter,12.966792,77.600957,Normal operating conditions
323,2025-03-22,17:00:00,West,Vijayanagar,215,167,Cloudy,105,0.0,Bike,12.970196,77.547089,Normal operating conditions
321,2025-03-22,18:00:00,North,Yelahanka,271,236,Cloudy,124,9.5,Scooter,13.098491,77.591568,Normal operating conditions
326,2025-03-23,12:00:00,Central,Shivajinagar,180,135,Windy,163,4.1,Car,12.98774,77.607033,Normal operating conditions
325,2025-03-23,19:00:00,East,Indiranagar,312,260,Cloudy,203,4.7,Bus,12.978107,77.638929,Normal operating conditions
327,2025-03-23,20:00:00,North,Yelahanka,286,239,Cloudy,175,9.2,Metro,13.094839,77.599364,Normal operating conditions
328,2025-03-23,20:00:00,West,Nagarbhavi,221,182,Sunny,183,8.0,Bike,12.960828,77.508813,Normal operating conditions
332,2025-03-24,08:00:00,West,Nagarbhavi,291,247,Sunny,188,0.0,Metro,12.959563,77.503984,Normal operating conditions
331,2025-03-24,09:00:00,South,HSR Layout,272,197,Sunny,182,5.0,Bike,12.910856,77.633496,Normal operating conditions
330,2025-03-24,21:00:00,North,Hebbal,152,117,Foggy,144,8.5,Car,13.030337,77.592326,Normal operating conditions
329,2025-03-24,21:00:00,South,HSR Layout,241,187,Sunny,226,8.6,Scooter,12.90722,77.637258,Normal operating conditions
336,2025-03-25,06:00:00,West,Vijayanagar,160,118,Sunny,159,7.6,Car,12.969402,77.547109,Normal operating conditions
334,2025-03-25,10:00:00,North,Malleshwaram,184,151,Sunny,97,17.4,Bike,13.004843,77.567163,Normal operating conditions
335,2025-03-25,14:00:00,North,Yelahanka,168,143,Sunny,222,2.7,Bus,13.105632,77.597474,Normal operating conditions
333,2025-03-25,19:00:00,West,Nagarbhavi,210,162,Sunny,143,9.9,Bike,12.961951,77.51047,Normal operating conditions
339,2025-03-26,10:00:00,East,Marathahalli,326,268,Rainy,118,3.4,Metro,12.958382,77.701535,Normal operating conditions
338,2025-03-26,14:00:00,North,Malleshwaram,175,160,Windy,116,8.0,Metro,13.000275,77.561472,Normal operating conditions
340,2025-03-26,16:00:00,North,Yelahanka,199,149,Cloudy,216,7.8,Bus,13.098247,77.598588,Normal operating conditions
337,2025-03-26,19:00:00,North,Hebbal,237,173,Foggy,154,8.8,Scooter,13.040646,77.598808,Normal operating conditions
342,2025-03-27,10:00:00,Central,MG Road,259,221,Cloudy,122,20.7,Car,12.974306,77.606908,Normal operating conditions
341,2025-03-27,14:00:00,South,Jayanagar,186,166,Sunny,133,6.8,Bus,12.932233,77.587828,Normal operating conditions
344,2025-03-27,17:00:00,North,Malleshwaram,261,208,Sunny,214,10.6,Bus,13.003862,77.568642,Normal operating conditions
343,2025-03-27,21:00:00,South,Jayanagar,237,213,Sunny,184,5.6,Bike,12.925185,77.592514,Normal operating conditions
347,2025-03-28,06:00:00,South,HSR Layout,281,257,Rainy,182,1.7,Bus,12.914878,77.639182,Normal operating conditions
348,2025-03-28,09:00:00,South,Jayanagar,254,208,Windy,195,7.5,Car,12.929213,77.593723,Normal operating conditions
345,2025-03-28,10:00:00,West,Rajajinagar,206,180,Cloudy,193,5.0,Car,12.987759,77.555955,Normal operating conditions
346,2025-03-28,16:00:00,Central,Shivajinagar,246,193,Cloudy,178,2.3,Car,12.980334,77.604557,Normal operating conditions
352,2025-03-29,16:00:00,Central,Richmond Town,265,224,Sunny,125,9.2,Bike,12.959389,77.605573,Normal operating conditions
350,2025-03-29,17:00:00,East,Whitefield,390,316,Cloudy,215,0.0,Metro,12.966701,77.745888,Normal operating conditions
349,2025-03-29,17:00:00,West,Nagarbhavi,229,183,Sunny,107,3.1,Bus,12.95466,77.511714,Normal operating conditions
351,2025-03-29,19:00:00,West,Vijayanagar,228,170,Sunny,141,4.5,Bus,12.977421,77.541327,Normal operating conditions
355,2025-03-30,07:00:00,West,Vijayanagar,226,189,Foggy,188,0.4,Bike,12.975542,77.543183,Normal operating conditions
356,2025-03-30,09:00:00,West,Vijayanagar,240,182,Rainy,225,0.3,Car,12.968814,77.544278,Normal operating conditions
353,2025-03-30,12:00:00,East,Whitefield,175,127,Sunny,225,12.2,Bus,12.973726,77.750994,Normal operating conditions
354,2025-03-30,21:00:00,North,Yelahanka,181,143,Sunny,167,6.0,Car,13.096868,77.593024,Normal operating conditions
358,2025-03-31,07:00:00,South,Koramangala,330,271,Sunny,143,4.2,Metro,12.932422,77.619817,Normal operating conditions
360,2025-03-31,08:00:00,South,HSR Layout,270,247,Sunny,132,14.7,Scooter,12.911763,77.637798,Normal operating conditions
357,2025-03-31,10:00:00,North,Hebbal,205,188,Sunny,121,11.0,Bus,13.040832,77.601596,Normal operating conditions
359,2025-03-31,14:00:00,West,Rajajinagar,133,109,Sunny,168,10.4,Scooter,12.993618,77.550494,Normal operating conditions
364,2025-04-01,09:00:00,East,Indiranagar,381,341,Sunny,113,6.2,Metro,12.97969,77.64178,Normal operating conditions
363,2025-04-01,10:00:00,Central,Richmond Town,279,218,Sunny,130,7.3,Bus,12.964743,77.604821,Normal operating conditions
362,2025-04-01,10:00:00,East,Indiranagar,279,217,Sunny,93,4.9,Bus,12.981309,77.641977,Normal operating conditions
361,2025-04-01,21:00:00,South,HSR Layout,219,179,Windy,214,5.7,Scooter,12.914556,77.637486,Normal operating conditions
367,2025-04-02,07:00:00,East,Marathahalli,309,265,Foggy,183,6.9,Bus,12.964063,77.702123,Normal operating conditions
365,2025-04-02,07:00:00,West,Vijayanagar,210,185,Cloudy,175,6.4,Car,12.973249,77.550527,Normal operating conditions
368,2025-04-02,19:00:00,East,Indiranagar,391,351,Sunny,184,9.6,Metro,12.975352,77.643351,Normal operating conditions
366,2025-04-02,21:00:00,South,HSR Layout,272,217,Rainy,227,14.0,Bike,12.910782,77.643619,Normal operating conditions
370,2025-04-03,06:00:00,South,Jayanagar,218,159,Sunny,109,13.5,Car,12.924159,77.598285,Normal operating conditions
369,2025-04-03,08:00:00,Central,Richmond Town,358,297,Sunny,176,5.1,Bus,12.957127,77.605683,Normal operating conditions
372,2025-04-03,19:00:00,South,HSR Layout,302,219,Cloudy,103,10.4,Bike,12.915474,77.641355,Normal operating conditions
371,2025-04-03,21:00:00,South,Koramangala,198,160,Sunny,168,12.1,Car,12.934574,77.620864,Normal operating conditions
373,2025-04-04,10:00:00,Central,Shivajinagar,286,256,Rainy,173,6.4,Bike,12.97996,77.60645,Normal operating conditions
376,2025-04-04,17:00:00,South,Jayanagar,284,217,Cloudy,133,5.5,Bike,12.927524,77.593187,Normal operating conditions
374,2025-04-04,20:00:00,South,HSR Layout,290,239,Sunny,158,9.5,Scooter,12.906402,77.635355,Normal operating conditions
375,2025-04-04,21:00:00,West,Vijayanagar,195,168,Sunny,192,3.5,Bike,12.974672,77.542472,Normal operating conditions
377,2025-04-05,06:00:00,West,Rajajinagar,190,169,Rainy,177,9.3,Scooter,12.99209,77.551384,Normal operating conditions
379,2025-04-05,09:00:00,North,Yelahanka,268,223,Windy,169,6.5,Metro,13.099374,77.596586,Normal operating conditions
380,2025-04-05,16:00:00,East,Whitefield,282,208,Sunny,179,3.7,Metro,12.973859,77.750847,Normal operating conditions
378,2025-04-05,20:00:00,West,Nagarbhavi,191,143,Cloudy,122,5.1,Bike,12.956733,77.510538,Normal operating conditions
382,2025-04-06,06:00:00,West,Vijayanagar,224,193,Rainy,139,4.5,Bus,12.972698,77.548129,Normal operating conditions
384,2025-04-06,08:00:00,East,Whitefield,382,314,Windy,195,5.4,Metro,12.969516,77.745997,Normal operating conditions
381,2025-04-06,18:00:00,West,Rajajinagar,282,237,Cloudy,132,9.3,Metro,12.997754,77.554712,Normal operating conditions
383,2025-04-06,20:00:00,Central,Richmond Town,351,254,Cloudy,144,6.3,Scooter,12.963022,77.594636,Normal operating conditions
386,2025-04-07,09:00:00,Central,Richmond Town,363,291,Rainy,211,8.2,Car,12.960913,77.60051,Normal operating conditions
388,2025-04-07,16:00:00,North,Yelahanka,201,152,Sunny,210,10.5,Scooter,13.103575,77.593175,Normal operating conditions
387,2025-04-07,18:00:00,East,Whitefield,395,347,Rainy,137,7.1,Scooter,12.965275,77.750605,Normal operating conditions
385,2025-04-07,21:00:00,South,HSR Layout,229,198,Sunny,173,8.9,Car,12.910127,77.635624,Normal operating conditions
389,2025-04-08,06:00:00,West,Vijayanagar,162,131,Cloudy,130,10.7,Car,12.970231,77.546409,Normal operating conditions
390,2025-04-08,10:00:00,East,Indiranagar,317,238,Rainy,173,7.4,Bus,12.977181,77.643306,Normal operating conditions
391,2025-04-08,19:00:00,South,Koramangala,338,261,Cloudy,92,10.3,Bus,12.929266,77.629067,Normal operating conditions
392,2025-04-08,20:00:00,Central,MG Road,465,349,Rainy,215,11.8,Metro,12.972788,77.611014,Normal operating conditions
393,2025-04-09,08:00:00,Central,Shivajinagar,346,316,Sunny,116,11.0,Scooter,12.99149,77.599655,Normal operating conditions
395,2025-04-09,14:00:00,South,Jayanagar,182,150,Sunny,112,9.7,Scooter,12.92693,77.590376,Normal operating conditions
396,2025-04-09,17:00:00,West,Nagarbhavi,342,282,Rainy,139,8.0,Metro,12.953909,77.508745,Normal operating conditions
394,2025-04-09,19:00:00,East,Indiranagar,322,261,Sunny,192,13.7,Bus,12.980734,77.636133,Normal operating conditions
398,2025-04-10,07:00:00,West,Vijayanagar,254,184,Cloudy,217,0.0,Scooter,12.974045,77.542735,Normal operating conditions
399,2025-04-10,14:00:00,North,Hebbal,150,137,Cloudy,213,7.0,Bike,13.036067,77.592297,Normal operating conditions
400,2025-04-10,18:00:00,South,HSR Layout,323,248,Cloudy,220,0.0,Bus,12.916698,77.641124,Normal operating conditions
397,2025-04-10,20:00:00,East,Marathahalli,281,229,Sunny,204,7.9,Car,12.958134,77.697674,Normal operating conditions
404,2025-04-11,09:00:00,North,Malleshwaram,194,150,Windy,175,10.5,Car,13.007458,77.566197,Normal operating conditions
401,2025-04-11,19:00:00,North,Malleshwaram,271,220,Rainy,120,5.8,Car,13.003951,77.566859,Normal operating conditions
403,2025-04-11,20:00:00,East,Whitefield,370,270,Cloudy,186,7.9,Metro,12.967776,77.748924,Normal operating conditions
402,2025-04-11,20:00:00,North,Malleshwaram,277,248,Sunny,164,4.8,Bus,13.005964,77.563447,Normal operating conditions
407,2025-04-12,06:00:00,North,Malleshwaram,201,155,Foggy,168,10.4,Scooter,13.003579,77.560573,Normal operating conditions
408,2025-04-12,07:00:00,Central,Richmond Town,337,257,Rainy,150,15.9,Bike,12.965286,77.597579,Normal operating conditions
405,2025-04-12,12:00:00,North,Yelahanka,126,103,Foggy,216,8.8,Bike,13.100844,77.599674,Normal operating conditions
406,2025-04-12,16:00:00,East,Indiranagar,245,197,Sunny,149,9.9,Scooter,12.978475,77.643159,Normal operating conditions
409,2025-04-13,06:00:00,North,Malleshwaram,213,182,Sunny,91,9.8,Scooter,13.008601,77.560786,Normal operating conditions
410,2025-04-13,12:00:00,South,Jayanagar,167,134,Sunny,116,5.6,Bike,12.93511,77.595278,Normal operating conditions
412,2025-04-13,16:00:00,East,Marathahalli,207,164,Sunny,212,11.8,Bike,12.962904,77.697926,Normal operating conditions
411,2025-04-13,16:00:00,West,Rajajinagar,174,134,Cloudy,163,2.8,Bike,12.988978,77.552016,Normal operating conditions
415,2025-04-14,07:00:00,North,Hebbal,220,176,Sunny,134,5.9,Bike,13.033992,77.602632,Normal operating conditions
413,2025-04-14,12:00:00,East,Whitefield,188,163,Sunny,172,11.9,Scooter,12.971455,77.74567,Normal operating conditions
416,2025-04-14,16:00:00,East,Whitefield,250,213,Sunny,204,11.5,Car,12.971666,77.751803,Normal operating conditions
414,2025-04-14,16:00:00,North,Yelahanka,181,135,Sunny,217,6.2,Bike,13.09642,77.592574,Normal operating conditions
418,2025-04-15,14:00:00,North,Hebbal,134,112,Sunny,115,2.7,Bike,13.037079,77.599375,Normal operating conditions
420,2025-04-15,14:00:00,North,Yelahanka,147,115,Windy,124,4.9,Car,13.101501,77.601584,Normal operating conditions
417,2025-04-15,16:00:00,North,Yelahanka,187,157,Sunny,186,10.9,Car,13.100526,77.590491,Normal operating conditions
419,2025-04-15,18:00:00,South,Koramangala,264,220,Sunny,210,9.0,Car,12.929532,77.618923,Normal operating conditions
423,2025-04-16,06:00:00,West,Rajajinagar,204,187,Sunny,216,2.4,Metro,12.995717,77.55724,Normal operating conditions
424,2025-04-16,08:00:00,South,HSR Layout,285,238,Sunny,115,9.0,Bike,12.916434,77.638103,Normal operating conditions
421,2025-04-16,10:00:00,West,Vijayanagar,180,153,Cloudy,169,3.7,Bike,12.972805,77.547855,Normal operating conditions
422,2025-04-16,21:00:00,West,Vijayanagar,216,190,Cloudy,195,10.3,Bus,12.969857,77.550764,Normal operating conditions
426,2025-04-17,06:00:00,South,Koramangala,208,172,Sunny,102,9.2,Car,12.93086,77.621683,Normal operating conditions
425,2025-04-17,09:00:00,Central,Shivajinagar,375,294,Cloudy,198,12.1,Bus,12.983537,77.605414,Normal operating conditions
428,2025-04-17,16:00:00,West,Nagarbhavi,172,137,Rainy,117,6.9,Car,12.962299,77.515195,Normal operating conditions
427,2025-04-17,20:00:00,North,Yelahanka,230,168,Sunny,176,8.4,Bike,13.094843,77.593543,Normal operating conditions
429,2025-04-18,10:00:00,East,Whitefield,237,202,Cloudy,119,9.9,Scooter,12.971163,77.749007,Normal operating conditions
430,2025-04-18,17:00:00,Central,Shivajinagar,373,294,Rainy,166,10.2,Car,12.9812,77.603073,Normal operating conditions
431,2025-04-18,17:00:00,South,Jayanagar,334,287,Cloudy,157,10.0,Scooter,12.929127,77.592072,Normal operating conditions
432,2025-04-18,19:00:00,East,Indiranagar,292,247,Sunny,96,0.2,Scooter,12.982985,77.640155,Normal operating conditions
434,2025-04-19,07:00:00,South,Koramangala,304,267,Rainy,129,0.0,Car,12.930747,77.629929,Normal operating conditions
436,2025-04-19,08:00:00,Central,Richmond Town,364,281,Sunny,94,10.3,Bus,12.965583,77.596394,Normal operating conditions
433,2025-04-19,18:00:00,East,Whitefield,308,238,Cloudy,101,10.9,Bike,12.970777,77.744303,Normal operating conditions
435,2025-04-19,18:00:00,North,Malleshwaram,250,199,Cloudy,176,4.0,Scooter,13.007492,77.567158,Normal operating conditions
438,2025-04-20,06:00:00,North,Yelahanka,176,133,Sunny,101,1.5,Scooter,13.104778,77.595409,Normal operating conditions
437,2025-04-20,12:00:00,Central,MG Road,217,177,Rainy,162,7.1,Scooter,12.974307,77.610347,Normal operating conditions
439,2025-04-20,12:00:00,West,Rajajinagar,169,140,Cloudy,219,13.1,Bus,12.99215,77.547892,Normal operating conditions
440,2025-04-20,20:00:00,West,Vijayanagar,199,147,Sunny,219,13.2,Bike,12.967212,77.542171,Normal operating conditions
441,2025-04-21,06:00:00,East,Indiranagar,280,205,Cloudy,142,16.8,Scooter,12.980385,77.641506,Normal operating conditions
444,2025-04-21,09:00:00,South,HSR Layout,298,238,Windy,107,0.0,Scooter,12.907687,77.642722,Normal operating conditions
442,2025-04-21,16:00:00,South,HSR Layout,259,212,Sunny,150,9.4,Bus,12.91143,77.64168,Normal operating conditions
