Date,Time,Location,Ride_Request,Available_Vehicles,Completed_Ride,Cancel_Ride,Waiting_Time_min,Surge_Multiplier
2025-12-13,18:27:00,Malleshwaram,189,40.0,135.0,54,20.2,1.0
2025-10-01,07:30:00,Malleshwaram,89,144.0,34.0,55,8.8,1.0
2025-09-03,10:43:00,Yelahanka,110,79.0,55.0,55,18.9,2.0
2025-08-01,05:58:00,Rajajinagar,304,150.0,240.0,64,19.4,1.0
2025-07-01,09:07:00,Yelahanka,223,108.0,208.0,15,12.6,1.2
2025-01-09,16:22:00,Rajajinagar,176,122.0,151.0,25,21.7,1.0
2025-01-19,18:49:00,JP Nagar,153,143.0,79.0,74,12.9,1.0
2025-10-20,12:43:00,BTM Layout,81,18.0,12.0,69,6.1,1.0
2025-12-19,21:28:00,Electronic City,33,172.0,0.0,33,20.0,1.2
2025-05-12,05:31:00,Malleshwaram,57,20.0,17.0,40,10.8,1.5
2025-08-10,20:50:00,Electronic City,159,73.0,112.0,47,20.5,1.3
2025-08-19,11:25:00,Yelahanka,153,148.0,102.0,51,14.8,1.3
2025-07-15,20:23:00,Marathahalli,291,134.0,249.0,42,15.9,1.0
2025-04-26,18:21:00,Malleshwaram,167,122.0,141.0,26,15.0,2.0
2025-06-03,05:22:00,Malleshwaram,346,97.0,319.0,27,13.7,1.0
2025-07-07,06:16:00,Whitefield,275,112.0,216.0,59,18.1,1.5
2025-06-14,20:45:00,Indiranagar,95,75.0,82.0,13,16.4,1.5
2025-12-02,22:03:00,Jayanagar,187,175.0,120.0,67,18.0,2.0
2025-02-27,08:03:00,Yelahanka,344,8.0,284.0,60,5.8,1.3
2025-12-02,22:03:00,Jayanagar,187,175.0,120.0,67,18.0,2.0
2025-12-17,21:37:00,Electronic City,296,161.0,217.0,79,3.2,1.5
2025-11-14,21:27:00,MG Road,305,52.0,274.0,31,5.4,1.5
2025-02-02,12:43:00,Marathahalli,196,133.0,134.0,62,14.1,1.0
2025-02-22,04:46:00,MG Road,82,61.0,76.0,6,5.0,1.8
2025-06-16,01:54:00,Yelahanka,170,115.0,120.0,50,5.3,1.8
2025-10-19,23:09:00,Jayanagar,244,102.0,216.0,28,19.9,1.0
2025-07-06,17:30:00,Indiranagar,101,160.0,93.0,8,17.6,2.0
2025-03-11,17:53:00,Indiranagar,311,54.0,303.0,8,22.1,1.2
2025-12-17,16:11:00,Indiranagar,274,176.0,247.0,27,23.2,1.0
2025-07-26,04:05:00,Jayanagar,311,157.0,275.0,36,2.9,1.0
2025-07-09,12:07:00,Rajajinagar,127,179.0,88.0,39,16.9,1.0
2025-04-13,06:20:00,HSR Layout,215,130.0,173.0,42,3.0,1.3
2025-10-15,17:15:00,BTM Layout,273,130.0,216.0,57,11.6,2.0
2025-11-03,21:46:00,Koramangala,82,159.0,62.0,20,5.0,1.0
2025-10-29,07:31:00,Rajajinagar,23,166.0,9.0,14,3.4,1.0
2025-08-24,12:08:00,Electronic City,99,98.0,77.0,22,22.5,1.2
2025-12-17,20:29:00,Malleshwaram,81,15.0,4.0,77,10.0,1.8
2025-08-21,03:04:00,Rajajinagar,148,171.0,102.0,46,22.9,1.0
2025-04-19,18:24:00,Hebbal,122,176.0,78.0,44,16.9,2.0
2025-11-20,22:05:00,HSR Layout,66,92.0,15.0,51,3.9,2.0
2025-05-21,07:08:00,Malleshwaram,106,45.0,28.0,78,13.3,1.0
2025-05-10,10:28:00,Malleshwaram,315,106.0,266.0,49,18.9,1.0
2025-02-06,13:33:00,MG Road,41,122.0,0.0,41,23.2,1.5
2025-07-14,21:38:00,Yelahanka,98,97.0,44.0,54,4.5,1.0
2025-08-19,03:31:00,HSR Layout,195,170.0,180.0,15,6.0,1.2
2025-08-17,02:40:00,Marathahalli,215,166.0,174.0,41,24.0,1.0
2025-09-06,17:37:00,HSR Layout,211,45.0,199.0,12,3.5,1.8
2025-12-08,18:55:00,JP Nagar,173,39.0,155.0,18,8.1,1.0
2025-01-18,02:29:00,Rajajinagar,56,69.0,0.0,56,19.9,1.0
2025-04-08,03:13:00,Yelahanka,69,113.0,9.0,60,11.5,1.0
2025-02-08,23:35:00,MG Road,96,99.0,22.0,74,15.4,1.0
2025-05-07,11:10:00,Whitefield,242,156.0,163.0,79,23.8,1.0
2025-09-08,05:42:00,MG Road,62,61.0,0.0,62,8.7,1.3
2025-09-25,20:49:00,Marathahalli,65,166.0,29.0,36,19.1,1.0
2025-03-08,20:58:00,Hebbal,242,114.0,183.0,59,24.2,1.8
2025-04-26,18:21:00,Malleshwaram,167,122.0,141.0,26,15.0,2.0
2025-02-27,22:55:00,Yelahanka,231,94.0,172.0,59,6.4,1.5
2025-06-26,03:02:00,Jayanagar,318,135.0,312.0,6,11.3,1.0
2025-09-27,14:01:00,Koramangala,229,37.0,151.0,78,24.4,1.0
2025-07-18,02:53:00,Jayanagar,306,138.0,270.0,36,5.9,1.8
2025-03-26,13:46:00,Whitefield,29,38.0,0.0,29,6.9,1.0
2025-08-03,06:47:00,Malleshwaram,186,33.0,152.0,34,9.5,1.0
2025-01-01,17:51:00,Electronic City,89,125.0,40.0,49,14.3,2.0
2025-04-11,07:01:00,Jayanagar,182,178.0,139.0,43,9.0,1.8
2025-04-02,11:20:00,Electronic City,230,45.0,194.0,36,20.1,1.0
2025-06-28,20:37:00,HSR Layout,314,31.0,293.0,21,11.3,1.0
2025-04-16,18:31:00,Yelahanka,199,74.0,124.0,75,5.3,1.3
2025-02-08,16:46:00,Yelahanka,184,76.0,149.0,35,3.2,1.2
2025-01-19,04:57:00,Banashankari,36,159.0,0.0,36,8.9,1.0
2025-12-25,08:59:00,Koramangala,147,107.0,106.0,41,17.5,1.5
2025-04-28,08:26:00,Indiranagar,255,75.0,206.0,49,6.3,1.0
2025-05-12,21:59:00,Electronic City,138,72.0,75.0,63,12.7,1.0
2025-01-31,00:44:00,Rajajinagar,95,41.0,15.0,80,19.8,1.5
2025-11-25,10:18:00,Malleshwaram,267,180.0,231.0,36,11.3,2.0
2025-08-18,07:59:00,Electronic City,293,125.0,258.0,35,22.8,1.2
2025-05-09,06:42:00,Electronic City,345,37.0,270.0,75,16.4,1.0
2025-09-10,12:55:00,Hebbal,199,30.0,125.0,74,21.1,1.2
2025-12-15,14:24:00,Hebbal,325,102.0,312.0,13,15.7,2.0
2025-12-18,05:14:00,Rajajinagar,32,89.0,0.0,32,2.9,1.0
2025-07-19,16:02:00,Yelahanka,42,69.0,0.0,42,19.2,1.5
2025-03-03,15:19:00,Whitefield,108,54.0,82.0,26,4.9,1.8
2025-12-05,09:40:00,Marathahalli,63,160.0,31.0,32,24.8,2.0
2025-09-03,23:46:00,Marathahalli,70,66.0,8.0,62,3.9,1.0
2025-08-22,19:45:00,Koramangala,204,81.0,195.0,9,9.4,1.8
2025-02-07,12:45:00,Koramangala,222,91.0,142.0,80,8.9,1.0
2025-03-01,08:54:00,Electronic City,111,14.0,32.0,79,4.5,1.8
2025-10-17,23:16:00,Indiranagar,112,25.0,86.0,26,16.0,1.8
2025-01-07,07:07:00,Marathahalli,271,168.0,256.0,15,3.4,1.8
2025-06-02,01:06:00,Yelahanka,250,27.0,212.0,38,12.1,1.0
2025-12-13,18:36:00,Hebbal,64,13.0,0.0,64,2.7,1.2
2025-10-16,08:53:00,Jayanagar,51,48.0,0.0,51,15.2,1.3
2025-06-05,09:47:00,Malleshwaram,127,153.0,67.0,60,16.0,1.5
2025-01-27,09:49:00,Yelahanka,327,31.0,283.0,44,15.3,1.2
2025-01-24,20:14:00,Koramangala,108,35.0,61.0,47,8.3,1.8
2025-06-09,13:16:00,Jayanagar,269,177.0,250.0,19,13.3,2.0
2025-11-04,13:47:00,Rajajinagar,183,11.0,161.0,22,17.1,1.3
2025-06-26,14:40:00,BTM Layout,76,178.0,35.0,41,15.6,1.3
2025-12-11,22:18:00,MG Road,350,108.0,333.0,17,18.7,1.0
2025-04-13,03:18:00,Indiranagar,33,168.0,2.0,31,8.7,1.0
2025-01-02,14:35:00,Banashankari,64,174.0,22.0,42,16.4,2.0
2025-03-16,04:41:00,JP Nagar,39,125.0,0.0,39,18.0,1.0
2025-08-03,16:47:00,Rajajinagar,50,76.0,27.0,23,4.1,1.2
2025-07-15,01:19:00,Whitefield,260,122.0,227.0,33,10.0,1.2
2025-08-22,23:44:00,Jayanagar,329,51.0,270.0,59,12.5,1.8
2025-11-13,05:53:00,Koramangala,172,177.0,92.0,80,5.1,1.0
2025-10-03,18:12:00,Whitefield,23,176.0,10.0,13,16.5,1.2
2025-07-02,05:34:00,Yelahanka,47,112.0,8.0,39,16.6,1.5
2025-11-16,04:58:00,JP Nagar,245,64.0,235.0,10,6.6,1.5
2025-08-29,01:49:00,Jayanagar,344,163.0,265.0,79,3.6,1.2
2025-03-31,20:51:00,Banashankari,347,114.0,291.0,56,13.9,1.0
2025-10-09,21:57:00,Banashankari,213,65.0,157.0,56,3.8,2.0
2025-07-10,18:55:00,Banashankari,72,36.0,1.0,71,8.6,1.0
2025-01-03,01:17:00,Rajajinagar,293,100.0,263.0,30,23.9,1.5
2025-01-26,03:43:00,Indiranagar,233,177.0,206.0,27,8.5,1.0
2025-12-05,07:51:00,Rajajinagar,232,34.0,185.0,47,13.1,2.0
2025-03-18,18:43:00,Hebbal,331,33.0,259.0,72,19.9,1.2
2025-06-09,17:00:00,Rajajinagar,210,13.0,146.0,64,9.6,1.0
2025-04-22,20:57:00,JP Nagar,349,118.0,331.0,18,18.5,1.0
2025-03-31,06:37:00,JP Nagar,189,177.0,141.0,48,13.0,2.0
2025-01-28,21:55:00,MG Road,155,47.0,136.0,19,12.7,2.0
2025-07-29,12:21:00,Hebbal,74,171.0,50.0,24,15.5,1.3
2025-09-08,03:36:00,BTM Layout,241,122.0,190.0,51,-5.0,1.8
2025-12-05,09:40:00,Marathahalli,63,160.0,31.0,32,24.8,2.0
2025-02-21,09:43:00,JP Nagar,337,54.0,324.0,13,9.3,2.0
2025-11-08,22:27:00,Indiranagar,156,74.0,148.0,8,18.2,1.3
2025-12-15,14:24:00,Hebbal,325,102.0,312.0,13,15.7,2.0
2025-08-22,10:59:00,Jayanagar,116,103.0,81.0,35,7.4,1.8
2025-11-25,10:59:00,HSR Layout,76,173.0,59.0,17,3.5,1.0
2025-06-08,17:35:00,Marathahalli,223,69.0,149.0,74,2.8,1.2
2025-03-15,09:56:00,Jayanagar,239,95.0,234.0,5,7.5,1.8
2025-02-08,18:55:00,Yelahanka,111,95.0,46.0,65,7.0,1.3
2025-08-04,22:35:00,Electronic City,71,164.0,0.0,71,15.9,1.0
2025-08-15,20:54:00,Banashankari,278,145.0,219.0,59,12.3,1.0
2025-04-29,13:49:00,Indiranagar,342,168.0,314.0,28,17.1,1.8
2025-10-01,00:22:00,HSR Layout,260,125.0,197.0,63,15.2,1.5
2025-05-08,03:52:00,Marathahalli,33,137.0,5.0,28,10.9,1.0
2025-11-26,14:37:00,Indiranagar,89,17.0,25.0,64,8.0,1.5
2025-06-02,23:07:00,HSR Layout,211,147.0,205.0,6,5.3,1.0
2025-10-22,12:59:00,Yelahanka,264,81.0,259.0,5,19.3,1.8
2025-12-31,20:23:00,BTM Layout,49,131.0,22.0,27,12.1,1.2
2025-09-24,14:05:00,Rajajinagar,210,26.0,147.0,63,15.4,1.0
2025-11-28,08:46:00,Rajajinagar,115,91.0,109.0,6,20.2,1.2
2025-02-02,18:27:00,Marathahalli,349,141.0,305.0,44,24.2,2.0
2025-07-17,02:47:00,MG Road,211,86.0,178.0,33,23.4,1.5
2025-03-21,02:55:00,Whitefield,77,163.0,66.0,11,23.3,1.3
2025-04-17,21:00:00,MG Road,232,90.0,175.0,57,10.0,1.2
2025-01-15,20:57:00,Jayanagar,121,114.0,59.0,62,10.9,1.2
2025-10-04,19:16:00,HSR Layout,96,61.0,50.0,46,5.5,1.8
2025-05-25,14:56:00,Banashankari,215,174.0,160.0,55,2.7,1.0
2025-11-24,15:28:00,Rajajinagar,161,175.0,102.0,59,19.7,1.5
2025-09-14,11:48:00,Hebbal,47,64.0,30.0,17,21.3,1.5
2025-04-30,02:51:00,Hebbal,165,70.0,91.0,74,6.3,1.0
2025-04-17,15:25:00,Electronic City,177,35.0,113.0,64,4.1,1.3
2025-07-23,06:46:00,Rajajinagar,58,165.0,0.0,58,7.6,1.3
2025-06-21,04:20:00,MG Road,36,76.0,0.0,36,5.1,2.0
2025-12-12,18:12:00,BTM Layout,214,129.0,169.0,45,22.1,1.0
2025-05-07,23:13:00,HSR Layout,325,119.0,310.0,15,14.1,1.5
2025-07-29,23:47:00,Electronic City,303,174.0,229.0,74,8.5,1.2
2025-10-01,07:30:00,Malleshwaram,89,144.0,34.0,55,8.8,1.0
2025-12-11,03:35:00,HSR Layout,222,173.0,161.0,61,17.6,1.0
2025-05-13,14:17:00,Rajajinagar,227,14.0,,54,15.4,1.2
2025-09-23,18:21:00,HSR Layout,222,104.0,212.0,10,13.9,1.0
2025-02-06,02:02:00,Jayanagar,104,150.0,60.0,44,23.2,2.0
2025-07-01,12:57:00,HSR Layout,237,63.0,205.0,32,11.4,1.5
2025-06-01,05:12:00,Whitefield,120,102.0,73.0,47,15.1,1.2
2025-03-15,13:28:00,Koramangala,225,48.0,145.0,80,3.5,1.2
2025-06-28,16:15:00,Rajajinagar,69,120.0,8.0,61,9.3,1.3
2025-10-08,15:11:00,Indiranagar,89,156.0,15.0,74,15.7,1.8
2025-12-10,04:10:00,Banashankari,230,175.0,180.0,50,23.6,1.8
2025-07-10,23:25:00,Jayanagar,342,155.0,327.0,15,8.0,1.0
2025-01-09,04:14:00,Marathahalli,100,5.0,39.0,61,24.8,1.8
2025-07-24,15:34:00,Rajajinagar,159,127.0,105.0,54,20.4,1.0
2025-08-27,15:04:00,HSR Layout,246,126.0,214.0,32,20.3,1.0
2025-05-15,08:53:00,Jayanagar,248,78.0,216.0,32,18.0,2.0
2025-09-22,15:24:00,  Koramangala  ,81,21.0,45.0,36,9.8,1.2
2025-11-15,17:00:00,Malleshwaram,340,18.0,279.0,61,6.7,1.0
2025-09-14,04:05:00,Electronic City,215,110.0,143.0,72,3.2,1.0
2025-08-31,00:19:00,Marathahalli,110,39.0,52.0,58,24.9,1.5
2025-05-01,17:06:00,BTM Layout,161,70.0,149.0,12,22.2,1.0
2025-01-18,04:18:00,Malleshwaram,54,170.0,19.0,35,10.4,1.8
2025-11-30,07:11:00,Jayanagar,312,168.0,254.0,58,2.7,1.3
2025-04-28,07:12:00,Electronic City,310,16.0,245.0,65,23.3,1.3
2025-11-30,20:17:00,Yelahanka,89,159.0,46.0,43,23.8,1.2
2025-01-02,09:39:00,Jayanagar,172,173.0,92.0,80,13.3,1.0
2025-06-21,00:02:00,Koramangala,212,57.0,168.0,44,14.2,1.2
2025-05-14,22:21:00,Rajajinagar,180,178.0,174.0,6,14.1,1.2
2025-03-09,00:30:00,Jayanagar,203,87.0,168.0,35,2.4,1.3
2025-02-03,20:09:00,MG Road,212,109.0,196.0,16,16.7,1.3
2025-12-29,10:50:00,Indiranagar,289,138.0,256.0,33,3.6,1.0
2025-04-23,15:19:00,Malleshwaram,321,6.0,281.0,40,19.5,1.0
2025-03-21,03:36:00,Marathahalli,104,85.0,42.0,62,11.3,1.5
2025-05-15,19:45:00,Indiranagar,298,101.0,221.0,77,17.0,1.5
2025-01-18,01:17:00,Rajajinagar,310,99.0,244.0,66,4.6,2.0
2025-03-31,13:53:00,HSR Layout,279,23.0,261.0,18,13.6,1.5
2025-03-12,06:50:00,Jayanagar,195,122.0,138.0,57,5.3,1.0
2025-10-05,01:26:00,Jayanagar,266,85.0,214.0,52,13.3,1.3
2025-09-26,23:19:00,Indiranagar,274,161.0,199.0,75,8.5,1.8
2025-11-14,05:16:00,Malleshwaram,141,50.0,116.0,25,22.3,1.0
2025-01-17,22:32:00,Whitefield,234,57.0,227.0,7,3.5,1.0
2025-09-26,02:50:00,Jayanagar,73,44.0,35.0,38,3.9,1.8
2025-03-03,00:25:00,Indiranagar,90,132.0,84.0,6,23.9,1.3
2025-11-06,05:57:00,BTM Layout,322,119.0,298.0,24,10.5,1.0
2025-01-04,10:15:00,Banashankari,133,85.0,101.0,32,2.5,1.3
2025-01-16,13:48:00,Rajajinagar,251,145.0,175.0,76,7.7,2.0
2025-08-02,19:01:00,Hebbal,291,67.0,269.0,22,7.9,1.5
2025-05-10,04:31:00,Electronic City,335,70.0,295.0,40,2.3,1.0
2025-10-26,19:33:00,BTM Layout,25,97.0,0.0,25,17.9,1.0
2025-12-08,04:02:00,Indiranagar,258,108.0,214.0,44,17.8,1.3
2025-07-31,10:15:00,HSR Layout,160,156.0,148.0,12,22.2,1.0
2025-06-09,04:24:00,HSR Layout,72,155.0,18.0,54,9.0,1.0
2025-03-17,19:20:00,Malleshwaram,321,30.0,242.0,79,23.3,1.0
2025-08-11,23:26:00,JP Nagar,88,130.0,40.0,48,10.3,1.2
2025-06-23,06:50:00,Koramangala,324,64.0,268.0,56,21.3,2.0
2025-08-21,15:49:00,Indiranagar,90,99.0,34.0,56,16.4,1.0
2025-09-16,15:58:00,Malleshwaram,159,33.0,130.0,29,9.6,2.0
2025-06-23,23:31:00,JP Nagar,77,15.0,11.0,66,5.2,1.0
2025-02-25,05:37:00,Rajajinagar,161,42.0,142.0,19,13.4,1.2
2025-05-08,06:32:00,Marathahalli,117,40.0,44.0,73,11.7,1.3
2025-09-23,00:31:00,HSR Layout,55,77.0,39.0,16,18.7,1.5
2025-12-20,04:00:00,Yelahanka,347,162.0,305.0,42,7.1,1.0
2025-11-18,10:16:00,MG Road,198,147.0,140.0,58,7.4,1.0
2025-02-21,09:12:00,Hebbal,140,102.0,64.0,76,6.5,1.0
2025-01-04,08:54:00,Marathahalli,216,73.0,181.0,35,23.9,1.3
2025-05-31,02:07:00,MG Road,209,5.0,134.0,75,18.2,1.5
2025-07-28,22:17:00,BTM Layout,263,56.0,197.0,66,19.4,1.3
2025-06-17,20:55:00,Hebbal,183,162.0,158.0,25,19.0,1.3
2025-08-08,09:31:00,Indiranagar,304,46.0,266.0,38,15.4,1.3
2025-11-23,13:27:00,Jayanagar,58,20.0,0.0,58,12.0,1.0
2025-09-17,02:31:00,Marathahalli,178,14.0,114.0,64,3.3,1.3
2025-03-05,15:59:00,Electronic City,175,133.0,119.0,56,14.4,2.0
2025-12-20,03:48:00,Malleshwaram,59,128.0,52.0,7,19.4,1.0
2025-07-27,12:56:00,Marathahalli,213,19.0,138.0,75,16.6,1.0
2025-02-12,21:51:00,Jayanagar,294,44.0,221.0,73,8.4,1.3
2025-08-18,19:00:00,Hebbal,304,31.0,234.0,70,2.6,1.5
2025-09-24,15:38:00,HSR Layout,26,112.0,0.0,26,4.6,1.0
2025-03-24,06:48:00,Banashankari,329,69.0,307.0,22,3.2,2.0
2025-09-17,09:46:00,Malleshwaram,341,111.0,272.0,69,11.7,1.8
2025-10-15,23:45:00,Koramangala,159,162.0,137.0,22,19.0,1.2
2025-05-27,14:26:00,Indiranagar,304,53.0,237.0,67,8.8,1.0
2025-10-21,18:19:00,Yelahanka,96,138.0,70.0,26,12.2,1.2
2025-09-01,15:21:00,Banashankari,152,168.0,116.0,36,8.4,2.0
2025-05-13,05:33:00,Indiranagar,317,86.0,305.0,12,12.6,1.0
2025-10-23,17:00:00,Electronic City,141,110.0,72.0,69,23.3,1.5
2025-02-10,20:47:00,JP Nagar,39,107.0,0.0,39,16.1,1.3
2025-11-19,18:33:00,Malleshwaram,29,96.0,0.0,29,13.0,2.0
2025-09-15,21:52:00,Jayanagar,106,44.0,26.0,80,5.9,1.5
2025-03-24,11:15:00,Electronic City,230,174.0,162.0,68,23.7,1.0
2025-05-21,07:08:00,Malleshwaram,106,45.0,28.0,78,13.3,1.0
2025-07-27,23:36:00,BTM Layout,144,153.0,100.0,44,10.5,1.5
2025-12-20,05:34:00,Banashankari,50,70.0,18.0,32,13.0,1.0
2025-06-11,16:32:00,Koramangala,325,52.0,252.0,73,6.6,2.0
2025-02-01,07:03:00,JP Nagar,235,154.0,181.0,54,23.8,1.0
2025-12-08,12:19:00,Rajajinagar,223,114.0,200.0,23,10.5,1.5
2025-06-12,15:27:00,Koramangala,159,56.0,125.0,34,5.1,1.0
2025-03-08,20:18:00,HSR Layout,63,101.0,19.0,44,16.8,1.5
2025-08-02,06:07:00,MG Road,271,35.0,235.0,36,19.6,2.0
2025-02-16,21:54:00,Indiranagar,298,99.0,244.0,54,22.4,1.5
2025-04-11,15:37:00,BTM Layout,78,130.0,40.0,38,14.1,1.5
2025-06-15,08:22:00,JP Nagar,64,120.0,24.0,40,7.6,2.0
2025-02-17,08:04:00,Marathahalli,105,128.0,48.0,57,6.9,1.8
2025-06-12,16:22:00,JP Nagar,198,75.0,122.0,76,8.6,1.8
2025-08-19,16:44:00,HSR Layout,136,101.0,86.0,50,11.9,1.8
2025-02-16,20:37:00,JP Nagar,336,135.0,293.0,43,14.9,2.0
2025-07-11,04:39:00,BTM Layout,254,96.0,225.0,29,24.4,1.2
2025-06-08,07:49:00,Marathahalli,146,165.0,105.0,41,4.9,1.0
2025-05-10,02:47:00,Rajajinagar,260,143.0,253.0,7,3.2,1.5
2025-10-06,00:11:00,Whitefield,331,60.0,263.0,68,15.5,2.0
2025-12-17,21:59:00,Whitefield,258,62.0,193.0,65,5.3,1.3
2025-11-08,22:27:00,Indiranagar,156,74.0,148.0,8,18.2,1.3
2025-02-03,20:09:00,MG Road,212,109.0,196.0,16,16.7,1.3
2025-04-16,17:40:00,Whitefield,330,105.0,260.0,70,8.8,1.0
2025-08-19,11:55:00,MG Road,33,106.0,0.0,33,13.5,1.2
2025-02-03,11:15:00,BTM Layout,68,103.0,0.0,68,8.5,1.0
2025-04-08,11:36:00,Electronic City,267,88.0,195.0,72,5.3,1.0
2025-04-29,04:07:00,Koramangala,118,142.0,73.0,45,23.9,1.0
2025-09-05,03:38:00,Jayanagar,141,96.0,88.0,53,15.2,1.3
2025-11-24,03:48:00,Whitefield,32,62.0,0.0,32,5.2,1.0
2025-08-04,12:02:00,Indiranagar,170,14.0,128.0,42,18.0,1.3
2025-12-05,02:46:00,Indiranagar,100,146.0,65.0,35,3.7,1.0
2025-05-27,23:19:00,Banashankari,148,20.0,125.0,23,17.9,1.3
2025-02-26,23:44:00,Electronic City,114,124.0,77.0,37,17.2,1.0
2025-11-12,04:45:00,Malleshwaram,125,20.0,94.0,31,15.1,1.3
2025-04-07,02:22:00,Indiranagar,263,8.0,211.0,52,25.0,2.0
2025-04-30,17:14:00,HSR Layout,328,55.0,320.0,8,18.5,1.8
2025-08-22,05:40:00,Rajajinagar,336,142.0,311.0,25,8.6,1.0
2025-09-25,12:59:00,Electronic City,250,155.0,189.0,61,24.8,1.3
2025-02-18,20:26:00,Yelahanka,105,85.0,31.0,74,21.0,1.3
2025-02-22,00:25:00,Marathahalli,313,127.0,272.0,41,12.1,1.0
2025-01-21,23:17:00,JP Nagar,184,34.0,131.0,53,10.9,1.3
2025-03-29,07:29:00,Malleshwaram,230,154.0,207.0,23,20.9,1.0
2025-01-08,11:43:00,Marathahalli,76,125.0,32.0,44,2.5,1.2
2025-08-31,03:56:00,Marathahalli,177,130.0,122.0,55,22.6,1.3
2025-06-29,14:39:00,Whitefield,181,75.0,159.0,22,16.8,1.2
2025-03-15,13:28:00,Koramangala,225,48.0,145.0,80,3.5,1.2
2025-03-21,22:24:00,Banashankari,266,32.0,233.0,33,10.1,1.5
2025-05-05,23:56:00,Indiranagar,86,166.0,80.0,6,3.1,1.3
2025-03-28,04:44:00,Electronic City,157,131.0,114.0,43,5.4,1.0
2025-07-06,13:04:00,JP Nagar,96,14.0,69.0,27,14.7,1.8
2025-04-15,18:28:00,Banashankari,36,120.0,0.0,36,4.4,1.2
2025-01-23,02:15:00,Malleshwaram,174,29.0,168.0,6,20.0,1.2
2025-07-02,13:31:00,BTM Layout,282,81.0,271.0,11,8.0,1.0
2025-12-18,05:57:00,Rajajinagar,254,137.0,234.0,20,12.6,1.0
2025-06-24,20:42:00,Banashankari,93,86.0,48.0,45,18.9,1.5
2025-11-09,07:56:00,MG Road,168,35.0,139.0,29,2.6,1.0
2025-02-10,17:27:00,HSR Layout,124,88.0,100.0,24,11.0,1.0
2025-04-25,22:11:00,Malleshwaram,55,12.0,45.0,10,23.8,1.2
2025-04-25,10:59:00,JP Nagar,147,86.0,89.0,58,8.2,1.0
2025-05-04,08:37:00,Malleshwaram,98,101.0,39.0,59,3.7,2.0
2025-10-28,22:18:00,Electronic City,59,101.0,0.0,59,24.4,1.2
2025-04-30,08:44:00,Jayanagar,173,107.0,157.0,16,15.1,1.2
2025-08-26,22:03:00,Rajajinagar,251,133.0,235.0,16,4.6,1.0
2025-11-21,03:10:00,Rajajinagar,226,76.0,156.0,70,18.0,1.5
2025-03-10,03:24:00,Malleshwaram,343,45.0,290.0,53,2.4,2.0
2025-09-27,12:51:00,Marathahalli,180,141.0,153.0,27,9.9,1.5
2025-08-27,19:22:00,Banashankari,87,124.0,71.0,16,4.2,1.3
2025-09-26,10:52:00,Indiranagar,233,81.0,176.0,57,10.7,2.0
2025-12-24,20:54:00,Malleshwaram,297,58.0,219.0,78,20.1,1.0
2025-08-24,18:18:00,Koramangala,83,146.0,30.0,53,8.7,1.5
2025-08-09,04:03:00,Yelahanka,216,101.0,154.0,62,12.2,1.0
2025-07-14,15:54:00,Electronic City,293,71.0,243.0,50,10.3,2.0
2025-07-22,01:11:00,JP Nagar,277,137.0,199.0,78,20.4,1.0
2025-08-20,04:33:00,Jayanagar,90,136.0,33.0,57,8.9,1.5
2025-11-01,21:55:00,Rajajinagar,173,152.0,164.0,9,10.8,1.0
2025-02-20,06:44:00,Yelahanka,317,96.0,250.0,67,4.9,1.2
2025-08-01,04:45:00,Indiranagar,320,58.0,304.0,16,9.0,1.5
2025-05-26,08:35:00,MG Road,118,163.0,109.0,9,4.1,1.2
2025-12-20,04:00:00,Yelahanka,347,162.0,305.0,42,7.1,1.0
2025-02-17,21:39:00,,236,5.0,196.0,40,9.7,1.0
2025-02-11,00:13:00,JP Nagar,23,27.0,0.0,23,18.3,1.3
2025-04-28,15:14:00,Whitefield,102,135.0,85.0,17,11.2,1.5
2025-12-04,17:47:00,BTM Layout,174,12.0,111.0,63,3.4,2.0
2025-04-16,09:30:00,Koramangala,52,142.0,0.0,52,6.3,1.5
2025-04-06,15:12:00,Marathahalli,42,124.0,4.0,38,8.1,1.3
2025-10-29,18:39:00,Malleshwaram,328,54.0,298.0,30,8.8,1.0
2025-01-12,03:04:00,Marathahalli,221,66.0,152.0,69,6.9,1.5
2025-11-17,23:10:00,Marathahalli,238,17.0,162.0,76,24.4,1.8
2025-07-08,23:09:00,Marathahalli,312,77.0,251.0,61,19.9,1.8
2025-12-29,23:38:00,Whitefield,98,34.0,73.0,25,2.9,1.5
2025-08-04,11:18:00,Jayanagar,210,80.0,172.0,38,12.7,1.0
2025-10-23,17:50:00,MG Road,80,101.0,9.0,71,17.1,1.5
2025-10-18,02:41:00,Banashankari,63,22.0,0.0,63,24.5,1.0
2025-12-31,13:03:00,Hebbal,227,144.0,174.0,53,6.9,1.0
2025-04-25,00:48:00,Yelahanka,118,76.0,62.0,56,21.9,1.3
2025-04-19,05:07:00,Yelahanka,115,159.0,90.0,25,18.5,1.0
2025-02-21,06:37:00,Yelahanka,171,50.0,137.0,34,9.0,1.0
2025-10-22,04:19:00,Yelahanka,245,52.0,207.0,38,6.7,1.0
2025-10-01,00:45:00,Electronic City,115,73.0,97.0,18,4.9,2.0
2025-05-22,06:28:00,Koramangala,82,174.0,19.0,63,6.9,1.0
2025-09-22,23:05:00,Rajajinagar,87,14.0,56.0,31,12.6,1.0
2025-10-12,05:41:00,Indiranagar,270,52.0,229.0,41,9.2,2.0
