Trip_ID,Date,Time,Hour,Station_ID,Station,Station_Latitude,Station_Longitude,Trip_Count,Available_Bikes,Total_Bikes,Station_Utilisation_Percentage,Trip_Duration_min,Peak_Demand,Vehicle_Type
12,2025-09-26,10:53:00,10,ST002,Koramangala Bike Station,12.93566,77.625663,45,17.0,44,100.0,5.5,Peak,Scooter
116,2025-02-27,10:47:00,10,ST009,HSR Layout Bike Station,12.910118,77.6394,54,72.0,119,45.38,41.1,Peak,Scooter
615,2025-11-12,15:05:00,15,ST004,Whitefield Bike Station,12.968947,77.749976,51,23.0,38,100.0,40.9,Normal,Scooter
474,2025-06-25,23:54:00,23,ST003,Indiranagar Bike Station,12.979734,77.640358,64,16.0,28,100.0,27.2,Normal,Scooter
288,2025-04-03,04:43:00,4,ST006,Yelahanka Bike Station,13.101245,77.596089,48,52.0,90,53.33,7.1,Normal,Scooter
18,2025-01-21,08:23:00,8,ST013,Malleshwaram Bike Station,13.00422,77.570416,23,79.0,110,20.91,31.7,Peak,Scooter
159,2025-09-10,15:15:00,15,ST005,Electronic City Bike Station,12.846272,77.660036,27,18.0,53,50.94,28.5,Normal,Scooter
596,2025-05-12,06:02:00,6,ST009,HSR Layout Bike Station,12.911169,77.640065,52,36.0,72,72.22,33.2,Normal,EV Bike
963,2025-04-11,16:23:00,16,ST015,JP Nagar Bike Station,12.907645,77.583828,65,79.0,97,67.01,39.6,Normal,EV Bike
186,2025-12-06,08:31:00,8,ST001,MG Road Bike Station,12.975844,77.605461,27,36.0,50,54.0,13.6,Peak,Scooter
305,2025-04-23,21:50:00,21,ST005,Electronic City Bike Station,12.844573,77.659494,64,80.0,101,63.37,38.3,Normal,Scooter
128,2025-12-18,19:41:00,19,ST012,Rajajinagar Bike Station,12.999246,77.553057,63,11.0,26,100.0,12.6,Peak,EV Bike
942,2025-12-01,01:29:00,1,ST005,Electronic City Bike Station,12.846272,77.660167,58,58.0,86,67.44,19.0,Normal,Scooter
341,2025-12-02,07:50:00,7,ST014,Banashankari Bike Station,12.926828,77.546856,13,30.0,58,22.41,44.7,Normal,Scooter
618,2025-01-17,01:18:00,1,ST006,Yelahanka Bike Station,13.100039,77.597054,29,60.0,83,34.94,13.9,Normal,EV Bike
971,2025-12-24,19:09:00,19,ST006,Yelahanka Bike Station,13.09928,77.597228,23,24.0,35,65.71,16.6,Peak,EV Bike
738,2025-03-31,00:46:00,0,ST011,BTM Layout Bike Station,12.916867,77.608653,15,5.0,15,100.0,26.1,Normal,Scooter
217,2025-06-15,14:38:00,14,ST003,Indiranagar Bike Station,12.979807,77.639522,64,9.0,53,100.0,38.5,Normal,EV Bike
810,2025-01-14,22:59:00,22,ST008,Marathahalli Bike Station,12.957928,77.698547,57,67.0,80,71.25,29.2,Normal,EV Bike
222,2025-10-01,08:09:00,8,ST004,Whitefield Bike Station,12.97023,77.750197,43,19.0,36,100.0,30.7,Peak,EV Bike
826,2025-12-26,01:52:00,1,ST007,Hebbal Bike Station,13.035458,77.597312,11,60.0,108,10.19,33.2,Normal,Scooter
837,2025-02-18,17:30:00,17,ST008,Marathahalli Bike Station,12.959061,77.697171,34,67.0,94,36.17,41.7,Peak,Scooter
342,2025-12-01,01:14:00,1,ST012,Rajajinagar Bike Station,12.998805,77.553158,58,15.0,32,100.0,40.8,Normal,EV Bike
98,2025-08-02,01:48:00,1,ST004,Whitefield Bike Station,12.968544,77.751244,36,14.0,52,69.23,37.8,Normal,Scooter
178,2025-03-01,04:33:00,4,ST014,Banashankari Bike Station,12.925876,77.548159,66,19.0,56,100.0,26.9,Normal,Scooter
729,2025-03-01,04:30:00,4,ST002,Koramangala Bike Station,12.934432,77.625324,23,76.0,99,23.23,14.0,Normal,Scooter
60,2025-04-12,05:15:00,5,ST007,Hebbal Bike Station,13.034778,77.595756,11,33.0,74,14.86,36.7,Normal,Scooter
702,2025-02-22,22:05:00,22,ST002,Koramangala Bike Station,12.935654,77.623064,56,13.0,55,100.0,13.3,Normal,EV Bike
387,2025-06-27,20:56:00,20,ST001,MG Road Bike Station,12.976041,77.607411,90,42.0,87,100.0,14.2,Peak,EV Bike
413,2025-04-10,20:33:00,20,ST014,Banashankari Bike Station,12.926373,77.546543,77,15.0,46,100.0,23.2,Peak,Scooter
954,2025-06-17,03:03:00,3,ST006,Yelahanka Bike Station,13.099659,77.597638,70,49.0,79,88.61,21.3,Normal,Scooter
344,2025-07-15,22:30:00,22,ST005,Electronic City Bike Station,12.846951,77.659493,61,33.0,63,96.83,41.5,Normal,EV Bike
392,2025-01-23,20:26:00,20,ST011,BTM Layout Bike Station,12.917932,77.608845,37,43.0,54,68.52,13.9,Peak,EV Bike
473,2025-09-07,17:10:00,17,ST011,BTM Layout Bike Station,12.917057,77.61082,104,65.0,76,100.0,35.2,Peak,EV Bike
147,2025-03-01,13:32:00,13,ST006,Yelahanka Bike Station,13.101606,77.595519,58,41.0,77,75.32,9.8,Normal,Scooter
109,2025-08-01,06:09:00,6,ST012,Rajajinagar Bike Station,12.999369,77.554127,15,35.0,47,31.91,5.8,Normal,EV Bike
312,2025-03-03,23:14:00,23,ST009,HSR Layout Bike Station,12.910149,77.637725,35,29.0,79,44.3,33.9,Normal,
809,2025-05-25,17:51:00,17,ST013,Malleshwaram Bike Station,13.003552,77.57118,72,56.0,76,94.74,10.6,Peak,EV Bike
864,2025-03-05,07:15:00,7,ST007,Hebbal Bike Station,13.034439,77.595943,68,11.0,60,100.0,24.2,Normal,EV Bike
670,2025-07-31,18:47:00,18,ST010,Jayanagar Bike Station,12.924535,77.594398,72,18.0,64,100.0,33.2,Peak,EV Bike
855,2025-10-28,20:42:00,20,ST001,MG Road Bike Station,12.97548,77.607457,50,79.0,93,53.76,26.7,Peak,Scooter
606,2025-12-23,04:47:00,4,ST006,Yelahanka Bike Station,13.101612,77.594808,25,18.0,32,78.12,33.3,Normal,EV Bike
825,2025-03-03,16:06:00,16,ST004,Whitefield Bike Station,12.970386,77.750341,20,51.0,67,29.85,23.1,Normal,Scooter
465,2025-04-28,12:11:00,12,ST006,Yelahanka Bike Station,13.100321,77.597558,66,78.0,119,55.46,12.3,Normal,Scooter
922,2025-08-05,08:40:00,8,ST015,JP Nagar Bike Station,12.908791,77.583655,126,70.0,88,100.0,19.5,Peak,Scooter
740,2025-11-11,21:47:00,21,ST004,Whitefield Bike Station,12.970199,77.751011,14,59.0,91,15.38,31.9,Normal,Scooter
523,2025-06-07,04:59:00,4,ST011,BTM Layout Bike Station,12.916494,77.609739,64,24.0,54,100.0,34.3,Normal,Scooter
694,2025-05-29,01:03:00,1,ST002,Koramangala Bike Station,12.935125,77.62584,69,60.0,99,69.7,37.8,Normal,Scooter
735,2025-01-27,10:42:00,10,ST008,Marathahalli Bike Station,12.959621,77.696763,30,13.0,50,60.0,10.8,Peak,EV Bike
942,2025-12-01,01:29:00,1,ST005,Electronic City Bike Station,12.846272,77.660167,58,58.0,86,67.44,19.0,Normal,Scooter
58,2025-11-20,19:47:00,19,ST005,Electronic City Bike Station,12.845127,77.659094,63,15.0,54,100.0,38.0,Peak,Scooter
635,2025-10-12,18:04:00,18,ST005,Electronic City Bike Station,12.844707,77.659651,45,64.0,99,45.45,21.4,Peak,Scooter
707,2025-05-27,22:26:00,22,ST002,Koramangala Bike Station,12.935824,77.623361,27,38.0,60,45.0,13.7,Normal,EV Bike
507,2025-05-19,07:56:00,7,ST002,Koramangala Bike Station,12.934785,77.625489,26,76.0,92,28.26,27.6,Normal,Scooter
931,2025-03-19,21:32:00,21,ST010,Jayanagar Bike Station,12.925264,77.592595,29,5.0,16,100.0,30.4,Normal,EV Bike
444,2025-10-03,19:42:00,19,ST003,Indiranagar Bike Station,12.977176,77.640912,102,35.0,61,100.0,33.0,Peak,EV Bike
32,2025-09-04,01:31:00,1,ST006,Yelahanka Bike Station,13.100262,77.595495,64,54.0,66,96.97,20.2,Normal,Scooter
571,2025-07-13,13:23:00,13,ST001,MG Road Bike Station,12.976649,77.606141,58,40.0,74,78.38,36.4,Normal,EV Bike
109,2025-08-01,06:09:00,6,ST012,Rajajinagar Bike Station,12.999369,77.554127,15,35.0,47,31.91,5.8,Normal,EV Bike
422,2025-11-22,06:34:00,6,ST015,JP Nagar Bike Station,12.907871,77.585504,61,12.0,49,100.0,14.4,Normal,EV Bike
102,2025-06-30,11:10:00,11,ST009,HSR Layout Bike Station,12.910531,77.639313,33,20.0,36,91.67,40.6,Normal,EV Bike
852,2025-07-16,03:54:00,3,ST006,Yelahanka Bike Station,13.100147,77.597775,13,19.0,48,27.08,32.5,Normal,EV Bike
860,2025-08-20,20:01:00,20,ST013,Malleshwaram Bike Station,13.004912,77.569468,32,78.0,90,35.56,8.0,Peak,Scooter
949,2025-10-10,01:23:00,1,ST004,Whitefield Bike Station,12.970935,77.748927,36,77.0,117,30.77,27.1,Normal,EV Bike
746,2025-06-11,20:58:00,20,ST011,BTM Layout Bike Station,12.915454,77.609033,104,72.0,108,96.3,6.0,Peak,EV Bike
44,2025-12-23,13:07:00,13,ST006,Yelahanka Bike Station,13.100105,77.597671,30,33.0,79,37.97,25.7,Normal,Scooter
882,2025-01-05,04:56:00,4,ST005,Electronic City Bike Station,12.845256,77.659403,27,57.0,100,27.0,15.1,Normal,Scooter
25,2025-12-04,16:25:00,16,ST010,Jayanagar Bike Station,12.923831,77.592423,68,21.0,38,100.0,29.5,Normal,EV Bike
332,2025-02-17,05:16:00,5,ST001,MG Road Bike Station,12.976437,77.605168,35,63.0,83,42.17,33.2,Normal,EV Bike
17,2025-10-12,10:51:00,10,ST009,HSR Layout Bike Station,12.910822,77.638705,52,43.0,69,75.36,23.2,Peak,Scooter
944,2025-10-09,23:13:00,23,ST001,MG Road Bike Station,12.975618,77.606837,15,24.0,61,24.59,19.3,Normal,Scooter
677,2025-02-28,23:11:00,23,ST014,Banashankari Bike Station,12.925657,77.546072,26,20.0,69,37.68,9.6,Normal,Scooter
721,2025-10-03,23:09:00,23,ST007,Hebbal Bike Station,13.035468,77.596928,54,54.0,79,68.35,12.9,Normal,Scooter
594,2025-09-07,20:04:00,20,ST013,Malleshwaram Bike Station,13.003811,77.570729,72,52.0,101,71.29,36.3,Peak,Scooter
505,2025-01-20,17:17:00,17,ST003,Indiranagar Bike Station,12.9785,77.640773,84,46.0,65,100.0,10.3,Peak,EV Bike
791,2025-12-02,00:13:00,0,ST008,Marathahalli Bike Station,12.95973,77.697795,28,46.0,71,39.44,26.8,Normal,EV Bike
421,2025-07-14,23:13:00,23,ST006,Yelahanka Bike Station,13.101466,77.595097,10,31.0,78,12.82,35.7,Normal,Scooter
34,2025-07-23,04:42:00,4,ST014,Banashankari Bike Station,12.925991,77.546192,58,26.0,69,84.06,14.2,Normal,EV Bike
535,2025-04-24,22:06:00,22,ST002,Koramangala Bike Station,12.934452,77.624926,11,39.0,80,13.75,22.6,Normal,Scooter
974,2025-02-03,17:09:00,17,ST013,Malleshwaram Bike Station,13.002154,77.570133,19,9.0,23,82.61,25.6,Peak,EV Bike
876,2025-11-05,19:06:00,19,ST006,Yelahanka Bike Station,13.100105,77.596631,75,46.0,62,100.0,22.7,Peak,EV Bike
76,2025-11-02,23:24:00,23,ST004,Whitefield Bike Station,12.968841,77.749196,31,7.0,50,62.0,21.3,Normal,Scooter
701,2025-08-26,02:50:00,2,ST015,JP Nagar Bike Station,12.906734,77.584316,27,71.0,119,22.69,7.0,Normal,Scooter
526,2025-03-14,19:41:00,19,ST014,Banashankari Bike Station,12.924451,77.546207,104,20.0,41,100.0,37.2,Peak,EV Bike
706,2025-12-23,00:45:00,0,ST004,Whitefield Bike Station,12.970377,77.748881,27,59.0,87,31.03,7.8,Normal,Scooter
600,2025-11-13,23:44:00,23,ST011,BTM Layout Bike Station,12.917533,77.609991,57,54.0,86,66.28,37.0,Normal,EV Bike
780,2025-01-01,12:56:00,12,ST012,Rajajinagar Bike Station,12.999056,77.555442,62,47.0,86,72.09,10.6,Normal,EV Bike
848,2025-04-07,00:52:00,0,ST014,Banashankari Bike Station,12.924328,77.546626,12,50.0,63,19.05,19.0,Normal,Scooter
892,2025-12-18,10:05:00,10,ST014,Banashankari Bike Station,12.926819,77.54669,27,71.0,114,23.68,23.0,Peak,Scooter
174,2025-12-02,07:52:00,7,ST014,Banashankari Bike Station,12.925039,77.547971,40,55.0,93,43.01,32.8,Normal,Scooter
268,2025-09-14,17:37:00,17,ST001,MG Road Bike Station,12.974535,77.607219,117,5.0,23,100.0,34.2,Peak,Scooter
726,2025-07-29,00:08:00,0,ST010,Jayanagar Bike Station,12.926417,77.593022,17,73.0,103,16.5,36.9,Normal,EV Bike
912,2025-03-11,09:56:00,9,ST008,Marathahalli Bike Station,12.959794,77.697173,59,58.0,88,67.05,20.3,Peak,EV Bike
256,2025-05-27,09:47:00,9,ST004,Whitefield Bike Station,12.969139,77.749938,109,35.0,45,100.0,24.7,Peak,Scooter
23,2025-04-09,22:13:00,22,ST012,Rajajinagar Bike Station,12.999347,77.554818,20,27.0,74,27.03,12.7,Normal,EV Bike
685,2025-06-30,09:32:00,9,ST008,Marathahalli Bike Station,12.959149,77.697617,82,35.0,60,100.0,5.3,Peak,EV Bike
8,2025-09-29,23:19:00,23,ST012,Rajajinagar Bike Station,12.997198,77.554327,65,5.0,20,100.0,26.4,Normal,Scooter
770,2025-07-18,08:18:00,8,ST009,HSR Layout Bike Station,12.912651,77.63972,45,80.0,109,41.28,43.6,Peak,EV Bike
576,2025-10-05,16:20:00,16,ST005,Electronic City Bike Station,12.845002,77.661161,10,59.0,91,10.99,30.1,Normal,Scooter
323,2025-02-28,07:36:00,7,ST007,Hebbal Bike Station,13.035677,77.596259,59,56.0,71,83.1,18.8,Normal,Scooter
661,2025-09-04,08:28:00,8,ST014,Banashankari Bike Station,12.924987,77.54736,54,13.0,51,100.0,11.5,Peak,EV Bike
207,2025-12-05,13:13:00,13,ST011,BTM Layout Bike Station,12.916819,77.610659,38,71.0,97,39.18,14.1,Normal,Scooter
255,2025-11-12,08:26:00,8,ST014,Banashankari Bike Station,12.925012,77.546636,82,46.0,61,100.0,8.6,Peak,EV Bike
210,2025-03-04,16:14:00,16,ST002,Koramangala Bike Station,12.93563,77.625475,17,58.0,104,16.35,32.0,Normal,Scooter
488,2025-04-28,12:20:00,12,ST011,BTM Layout Bike Station,12.916315,77.611571,42,78.0,125,33.6,26.7,Normal,EV Bike
817,2025-03-22,03:58:00,3,ST011,BTM Layout Bike Station,12.916368,77.609626,67,59.0,103,65.05,24.2,Normal,Scooter
538,2025-06-08,19:06:00,19,ST012,Rajajinagar Bike Station,12.998576,77.554472,28,38.0,57,49.12,27.6,Peak,EV Bike
921,2025-01-26,20:27:00,20,ST007,Hebbal Bike Station,13.036617,77.596437,75,72.0,99,75.76,12.1,Peak,EV Bike
272,2025-11-24,13:29:00,13,ST002,Koramangala Bike Station,12.935323,77.623128,62,53.0,103,60.19,11.2,Normal,Scooter
175,2025-09-30,06:25:00,6,ST006,Yelahanka Bike Station,13.102015,77.596248,49,58.0,102,48.04,43.7,Normal,Scooter
167,2025-09-09,06:28:00,6,ST006,Yelahanka Bike Station,13.101166,77.597381,28,60.0,91,30.77,14.2,Normal,EV Bike
290,2025-11-10,08:43:00,8,ST003,Indiranagar Bike Station,12.979375,77.642098,70,53.0,73,95.89,31.5,Peak,EV Bike
433,2025-02-06,05:44:00,5,ST015,JP Nagar Bike Station,12.907021,77.585647,46,19.0,53,86.79,31.5,Normal,EV Bike
81,2025-12-19,16:48:00,16,ST013,Malleshwaram Bike Station,13.00435,77.571893,14,33.0,74,18.92,21.5,Normal,EV Bike
504,2025-03-11,14:25:00,14,ST010,Jayanagar Bike Station,12.925839,77.594429,34,32.0,82,41.46,20.5,Normal,Scooter
948,2025-08-03,02:43:00,2,ST013,Malleshwaram Bike Station,13.003231,77.571717,35,72.0,89,39.33,40.0,Normal,EV Bike
484,2025-02-01,20:54:00,20,ST015,JP Nagar Bike Station,12.907797,77.584254,90,45.0,55,100.0,37.7,Peak,Scooter
801,2025-07-01,07:21:00,7,ST002,Koramangala Bike Station,12.936389,77.623079,49,47.0,86,56.98,23.9,Normal,Scooter
495,2025-01-31,07:04:00,7,ST011,BTM Layout Bike Station,12.915931,77.611054,37,71.0,81,45.68,44.7,Normal,Scooter
634,2025-12-14,21:30:00,21,ST006,Yelahanka Bike Station,13.100038,77.594961,10,7.0,32,31.25,31.5,Normal,EV Bike
666,2025-01-03,19:59:00,19,ST012,Rajajinagar Bike Station,12.99795,77.555506,52,19.0,50,100.0,25.9,Peak,EV Bike
338,2025-05-08,11:52:00,11,ST011,BTM Layout Bike Station,12.917168,77.610068,54,59.0,76,71.05,16.1,Normal,EV Bike
659,2025-12-18,09:34:00,9,ST004,Whitefield Bike Station,12.970271,77.750086,95,60.0,95,100.0,7.1,Peak,EV Bike
363,2025-08-23,06:56:00,6,ST005,Electronic City Bike Station,12.846837,77.660136,46,65.0,88,52.27,40.5,Normal,Scooter
15,2025-11-23,01:51:00,1,ST007,Hebbal Bike Station,13.034499,77.595944,57,33.0,76,75.0,9.8,Normal,Scooter
508,2025-07-27,23:36:00,23,ST007,Hebbal Bike Station,13.03526,77.595918,12,44.0,72,16.67,31.6,Normal,Scooter
959,2025-09-25,22:58:00,22,ST004,Whitefield Bike Station,12.969383,77.748724,41,41.0,51,80.39,16.9,Normal,Scooter
748,2025-05-06,19:17:00,19,ST007,Hebbal Bike Station,13.035612,77.595609,48,16.0,43,100.0,9.4,Peak,EV Bike
841,2025-11-27,01:53:00,1,ST003,Indiranagar Bike Station,12.978517,77.641663,19,21.0,43,44.19,16.2,Normal,EV Bike
612,2025-02-18,06:00:00,6,ST006,Yelahanka Bike Station,13.100623,77.595884,32,76.0,118,27.12,22.3,Normal,EV Bike
668,2025-03-14,02:32:00,2,ST013,Malleshwaram Bike Station,13.002398,77.57055,33,72.0,107,30.84,20.2,Normal,EV Bike
456,2025-08-31,19:47:00,19,ST001,MG Road Bike Station,12.976329,77.60778,72,62.0,102,70.59,6.4,Peak,Scooter
476,2025-03-11,02:29:00,2,ST001,MG Road Bike Station,12.97467,77.607054,33,57.0,83,39.76,25.4,Normal,Scooter
335,2025-09-16,13:08:00,13,ST013,Malleshwaram Bike Station,13.002629,77.571343,37,52.0,85,43.53,37.9,Normal,EV Bike
819,2025-09-09,02:02:00,2,ST009,HSR Layout Bike Station,12.912227,77.638343,53,44.0,77,68.83,5.5,Normal,Scooter
802,2025-04-09,22:52:00,22,ST004,Whitefield Bike Station,12.970127,77.749099,14,70.0,101,13.86,42.0,Normal,EV Bike
664,2025-09-14,16:56:00,16,ST003,Indiranagar Bike Station,12.979679,77.641308,36,70.0,120,30.0,19.8,Normal,Scooter
182,2025-01-16,09:15:00,9,ST014,Banashankari Bike Station,12.926875,77.545811,86,16.0,47,100.0,12.6,Peak,Scooter
690,2025-12-24,16:30:00,16,ST011,BTM Layout Bike Station,12.915288,77.609207,46,76.0,110,41.82,22.9,Normal,EV Bike
297,2025-02-21,10:23:00,10,ST014,Banashankari Bike Station,12.925176,77.546086,93,45.0,74,100.0,28.4,Peak,EV Bike
429,2025-05-08,15:54:00,15,ST014,Banashankari Bike Station,12.925757,77.547337,59,17.0,57,100.0,29.8,Normal,Scooter
913,2025-01-30,18:05:00,18,ST015,JP Nagar Bike Station,12.906304,77.586228,79,15.0,34,100.0,37.3,Peak,EV Bike
560,2025-12-21,13:05:00,13,ST012,Rajajinagar Bike Station,12.997141,77.553352,10,42.0,86,11.63,25.7,Normal,Scooter
985,2025-10-02,16:05:00,16,ST007,Hebbal Bike Station,13.035391,77.598006,20,65.0,98,20.41,13.1,Normal,EV Bike
811,2025-03-08,16:57:00,16,ST004,Whitefield Bike Station,12.968741,77.750084,65,54.0,78,83.33,10.8,Normal,EV Bike
514,2025-09-04,20:21:00,20,ST003,Indiranagar Bike Station,12.979256,77.641989,18,73.0,95,18.95,32.4,Peak,Scooter
236,2025-11-30,10:20:00,10,ST008,Marathahalli Bike Station,12.960511,77.696215,19,11.0,27,70.37,40.7,Peak,EV Bike
543,2025-07-01,10:37:00,10,ST009,HSR Layout Bike Station,12.910944,77.638126,52,49.0,92,56.52,30.6,Peak,Scooter
478,2025-01-10,20:16:00,20,ST006,Yelahanka Bike Station,13.100485,77.597703,75,38.0,74,100.0,44.3,Peak,Scooter
572,2025-03-11,19:20:00,19,ST015,JP Nagar Bike Station,12.908277,77.584448,39,51.0,91,42.86,29.7,Peak,EV Bike
62,2025-04-13,23:27:00,23,ST002,Koramangala Bike Station,12.936203,77.625166,51,40.0,52,98.08,12.3,Normal,EV Bike
216,2025-01-22,01:01:00,1,ST003,Indiranagar Bike Station,12.97981,77.641828,55,45.0,70,78.57,15.8,Normal,EV Bike
777,2025-03-03,06:56:00,6,ST013,Malleshwaram Bike Station,13.004406,77.571974,53,14.0,39,100.0,28.8,Normal,EV Bike
682,2025-03-18,16:41:00,16,ST015,JP Nagar Bike Station,12.906975,77.584924,59,41.0,52,100.0,24.6,Normal,Scooter
155,2025-09-16,12:28:00,12,ST004,Whitefield Bike Station,12.968658,77.749549,37,48.0,76,48.68,21.0,Normal,EV Bike
520,2025-05-29,08:41:00,8,ST005,Electronic City Bike Station,12.845857,77.659908,57,29.0,74,77.03,21.1,Peak,Scooter
356,2025-01-21,20:01:00,20,ST001,MG Road Bike Station,12.976076,77.607078,70,15.0,45,100.0,44.5,Peak,Scooter
333,2025-06-17,03:32:00,3,ST004,Whitefield Bike Station,12.968833,77.748555,19,30.0,71,26.76,33.2,Normal,Scooter
965,2025-08-04,22:22:00,22,ST003,Indiranagar Bike Station,12.978982,77.639444,28,64.0,84,33.33,42.7,Normal,EV Bike
274,2025-06-09,07:30:00,7,ST002,Koramangala Bike Station,12.935834,77.625163,39,12.0,62,62.9,29.2,Normal,Scooter
164,2025-05-29,02:28:00,2,ST007,Hebbal Bike Station,13.036718,77.596987,13,34.0,77,16.88,41.6,Normal,EV Bike
195,2025-05-27,04:54:00,4,ST001,MG Road Bike Station,12.976316,77.606227,23,42.0,65,35.38,29.1,Normal,Scooter
883,2025-04-26,21:07:00,21,ST006,Yelahanka Bike Station,13.101205,77.597472,39,47.0,88,44.32,42.9,Normal,Scooter
517,2025-01-13,04:07:00,4,ST002,Koramangala Bike Station,12.934927,77.625149,67,61.0,104,64.42,20.5,Normal,EV Bike
488,2025-04-28,12:20:00,12,ST011,BTM Layout Bike Station,12.916315,77.611571,42,78.0,125,33.6,26.7,Normal,EV Bike
890,2025-04-12,04:22:00,4,ST011,BTM Layout Bike Station,12.915667,77.6112,15,37.0,49,30.61,19.9,Normal,Scooter
158,2025-06-06,13:06:00,13,ST015,JP Nagar Bike Station,12.907547,77.584632,50,11.0,30,100.0,14.6,Normal,EV Bike
951,2025-01-24,05:56:00,5,ST015,JP Nagar Bike Station,12.906576,77.585537,39,59.0,80,48.75,12.9,Normal,EV Bike
774,2025-04-28,02:04:00,2,ST012,Rajajinagar Bike Station,12.998174,77.55364,42,76.0,112,37.5,10.3,Normal,Scooter
734,2025-12-24,13:11:00,13,ST013,Malleshwaram Bike Station,13.003489,77.570714,21,30.0,67,31.34,35.7,Normal,EV Bike
776,2025-02-05,14:09:00,14,ST001,MG Road Bike Station,12.975023,77.60667,26,23.0,41,63.41,40.1,Normal,Scooter
416,2025-10-27,19:54:00,19,ST010,Jayanagar Bike Station,12.926268,77.594424,68,48.0,60,100.0,34.9,Peak,Scooter
455,2025-10-27,18:21:00,18,ST014,Banashankari Bike Station,12.924218,77.546384,126,43.0,63,100.0,18.2,Peak,Scooter
752,2025-02-28,02:00:00,2,ST011,BTM Layout Bike Station,12.917042,77.611053,49,70.0,86,56.98,5.3,Normal,Scooter
61,2025-07-14,15:48:00,15,ST004,Whitefield Bike Station,12.969308,77.751441,14,25.0,53,26.42,43.3,Normal,EV Bike
298,2025-08-24,23:16:00,23,ST004,Whitefield Bike Station,12.968756,77.748551,29,20.0,52,55.77,28.6,Normal,Scooter
563,2025-12-15,17:12:00,17,ST003,Indiranagar Bike Station,12.976986,77.639861,59,52.0,99,59.6,7.7,Peak,EV Bike
395,2025-09-09,01:18:00,1,ST004,Whitefield Bike Station,12.969864,77.749979,69,23.0,38,100.0,18.4,Normal,Scooter
830,2025-04-07,22:48:00,22,ST005,Electronic City Bike Station,12.844979,77.659598,45,67.0,110,40.91,41.5,Normal,Scooter
876,2025-11-05,19:06:00,19,ST006,Yelahanka Bike Station,13.100105,77.596631,75,46.0,62,100.0,22.7,Peak,EV Bike
592,2025-05-12,03:55:00,3,ST014,Banashankari Bike Station,12.926005,77.545949,48,63.0,76,63.16,41.6,Normal,EV Bike
22,2025-08-02,03:42:00,3,ST008,Marathahalli Bike Station,12.958771,77.697833,26,5.0,30,86.67,26.3,Normal,EV Bike
869,2025-02-26,12:56:00,12,ST003,Indiranagar Bike Station,12.976959,77.6397,11,41.0,77,14.29,35.7,Normal,Scooter
871,2025-03-28,09:53:00,9,ST008,Marathahalli Bike Station,12.96023,77.697958,55,40.0,84,65.48,38.6,Peak,EV Bike
370,2025-05-14,03:00:00,3,ST002,Koramangala Bike Station,12.935557,77.625801,28,43.0,80,35.0,17.6,Normal,Scooter
358,2025-02-06,11:54:00,11,ST003,Indiranagar Bike Station,12.977892,77.640079,61,78.0,126,48.41,10.9,Normal,Scooter
285,2025-04-16,16:26:00,16,ST015,JP Nagar Bike Station,12.907609,77.586088,17,36.0,74,22.97,26.7,Normal,EV Bike
277,2025-08-16,20:36:00,20,ST010,Jayanagar Bike Station,12.924464,77.594305,79,15.0,61,100.0,23.8,Peak,EV Bike
893,2025-03-20,09:00:00,9,ST001,MG Road Bike Station,12.975255,77.606958,111,74.0,110,100.0,34.4,Peak,EV Bike
145,2025-09-06,18:45:00,18,ST001,MG Road Bike Station,12.977084,77.608002,37,56.0,73,50.68,40.6,Peak,Scooter
266,2025-07-27,11:48:00,11,ST012,Rajajinagar Bike Station,12.99846,77.553214,51,28.0,69,73.91,15.2,Normal,EV Bike
140,2025-05-18,19:51:00,19,ST008,Marathahalli Bike Station,12.959949,77.696495,21,78.0,104,20.19,21.5,Peak,EV Bike
74,2025-01-19,18:40:00,18,ST011,BTM Layout Bike Station,12.917504,77.608714,90,34.0,56,100.0,22.8,Peak,Scooter
890,2025-04-12,04:22:00,4,ST011,BTM Layout Bike Station,12.915667,77.6112,15,37.0,49,30.61,19.9,Normal,Scooter
103,2025-04-06,14:06:00,14,ST009,HSR Layout Bike Station,12.910433,77.638844,37,6.0,56,66.07,5.7,Normal,Scooter
361,2025-01-09,03:27:00,3,ST006,Yelahanka Bike Station,13.101053,77.596871,61,16.0,61,100.0,11.1,Normal,EV Bike
379,2025-12-17,04:48:00,4,ST007,Hebbal Bike Station,13.035297,77.59794,47,79.0,114,41.23,23.5,Normal,EV Bike
895,2025-01-02,19:28:00,19,ST010,Jayanagar Bike Station,12.925041,77.594091,104,23.0,64,100.0,35.9,Peak,Scooter
121,2025-06-20,08:12:00,8,ST005,Electronic City Bike Station,12.846597,77.659713,30,35.0,60,50.0,33.6,Peak,Scooter
884,2025-12-05,11:07:00,11,ST009,HSR Layout Bike Station,12.912947,77.638543,51,72.0,84,60.71,13.2,Normal,EV Bike
653,2025-06-03,09:42:00,9,ST014,Banashankari Bike Station,12.926907,77.547758,102,22.0,35,100.0,23.2,Peak,EV Bike
842,2025-09-27,22:43:00,22,ST004,Whitefield Bike Station,12.970467,77.74867,23,74.0,103,22.33,22.2,Normal,EV Bike
853,2025-10-16,22:48:00,22,ST012,Rajajinagar Bike Station,12.997063,77.553547,46,35.0,60,76.67,45.0,Normal,EV Bike
455,2025-10-27,18:21:00,18,ST014,Banashankari Bike Station,12.924218,77.546384,126,43.0,63,100.0,18.2,Peak,Scooter
