Date,Mode,Trip_Count,Weather_Condition
2025-05-19,Scooter,156.0,Sunny
2025-05-20,Scooter,131.0,Cloudy
2025-05-21,Bike,205.0,Cloudy
2025-05-21,Scooter,93.0,Cloudy
2025-05-22,Bike,61.0,Rainy
2025-05-22,Scooter,133.0,Rainy
2025-05-23,Scooter,36.0,Rainy
2025-05-25,Bike,72.0,Sunny
2025-05-25,Scooter,194.0,Sunny
2025-05-26,Bike,51.0,Sunny
2025-05-27,Bike,27.0,Sunny
2025-05-27,Scooter,198.0,Sunny
2025-05-28,Bike,100.0,Cloudy
2025-05-29,Bike,13.0,Sunny
2025-05-29,Scooter,246.0,Sunny
2025-05-30,Bike,192.0,Cloudy
2025-05-30,Scooter,141.0,Cloudy
2025-06-01,Scooter,29.0,Sunny
2025-06-03,Bike,102.0,Cloudy
2025-06-03,Scooter,27.0,Cloudy
2025-06-04,Bike,84.0,Rainy
2025-06-04,Scooter,47.0,Rainy
2025-06-05,Scooter,49.0,Sunny
2025-06-06,Bike,50.0,Rainy
2025-06-06,Scooter,16.0,Rainy
2025-06-07,Bike,92.0,Rainy
2025-06-07,Scooter,64.0,Rainy
2025-06-08,Bike,94.0,Rainy
2025-06-09,Scooter,85.0,Rainy
2025-06-10,Bike,50.0,Cloudy
2025-06-11,Bike,104.0,Rainy
2025-06-12,Bike,62.0,Sunny
2025-06-12,Scooter,50.0,Sunny
2025-06-13,Bike,18.0,Cloudy
2025-06-13,Scooter,77.0,Cloudy
2025-06-15,Bike,99.0,Sunny
2025-06-15,Scooter,61.0,Sunny
2025-06-16,Bike,34.0,Rainy
2025-06-16,Scooter,168.0,Rainy
2025-06-17,Bike,57.0,Rainy
2025-06-17,Scooter,89.0,Rainy
2025-06-19,Scooter,27.0,Sunny
2025-06-20,Bike,28.0,Cloudy
2025-06-20,Scooter,131.0,Cloudy
2025-06-21,Bike,14.0,Sunny
2025-06-21,Scooter,118.0,Sunny
2025-06-22,Scooter,163.0,Sunny
2025-06-25,Bike,178.0,Rainy
2025-06-25,Scooter,192.0,Rainy
2025-06-26,Bike,27.0,Sunny
2025-06-26,Scooter,84.0,Sunny
2025-06-27,Bike,90.0,Sunny
2025-06-27,Scooter,55.0,Sunny
2025-06-28,Bike,99.0,Sunny
2025-06-29,Bike,53.0,Rainy
2025-06-29,Scooter,17.0,Rainy
2025-06-30,Bike,181.0,Cloudy
2025-06-30,Scooter,27.0,Cloudy
2025-07-01,Bike,56.0,Sunny
2025-07-01,Scooter,101.0,Sunny
2025-07-02,Scooter,61.0,Cloudy
2025-07-03,Scooter,111.0,Rainy
2025-07-04,Bike,164.0,Sunny
2025-07-05,Scooter,117.0,Sunny
2025-07-07,Scooter,156.0,Cloudy
2025-07-08,Scooter,78.0,Cloudy
2025-07-09,Scooter,105.0,Sunny
2025-07-10,Scooter,160.0,Sunny
2025-07-11,Bike,103.0,Sunny
2025-07-11,Scooter,89.0,Sunny
2025-07-12,Scooter,119.0,Sunny
2025-07-13,Bike,58.0,Sunny
2025-07-13,Scooter,104.0,Sunny
2025-07-14,Bike,95.0,Rainy
2025-07-14,Scooter,87.0,Rainy
2025-07-15,Bike,75.0,Cloudy
2025-07-15,Scooter,104.0,Cloudy
2025-07-16,Bike,88.0,Sunny
2025-07-17,Scooter,161.0,Sunny
2025-07-18,Bike,45.0,Cloudy
2025-07-19,Scooter,60.0,Sunny
2025-07-20,Bike,81.0,Sunny
2025-07-21,Bike,64.0,Cloudy
2025-07-21,Scooter,95.0,Cloudy
2025-07-22,Bike,46.0,Rainy
2025-07-23,Bike,58.0,Sunny
2025-07-23,Scooter,81.0,Sunny
2025-07-24,Scooter,67.0,Cloudy
2025-07-25,Bike,131.0,Rainy
2025-07-25,Scooter,11.0,Rainy
2025-07-26,Bike,71.0,Cloudy
2025-07-26,Scooter,100.0,Cloudy
2025-07-27,Bike,51.0,Sunny
2025-07-27,Scooter,103.0,Sunny
2025-07-28,Scooter,209.0,Cloudy
2025-07-29,Bike,17.0,Cloudy
2025-07-30,Bike,204.0,Rainy
2025-07-30,Scooter,55.0,Rainy
2025-07-31,Bike,107.0,Rainy
2025-08-01,Bike,290.0,Sunny
2025-08-01,Scooter,50.0,Sunny
2025-08-02,Bike,50.0,Cloudy
2025-08-02,Scooter,95.0,Cloudy
2025-08-03,Bike,62.0,Sunny
2025-08-04,Bike,247.0,Cloudy
2025-08-04,Scooter,76.0,Cloudy
2025-08-05,Scooter,184.0,Sunny
2025-08-06,Bike,33.0,Cloudy
2025-08-06,Scooter,61.0,Cloudy
2025-08-07,Bike,42.0,Sunny
2025-08-07,Scooter,126.0,Sunny
2025-08-08,Bike,56.0,Rainy
2025-08-08,Scooter,58.0,Rainy
2025-08-09,Bike,250.0,Cloudy
2025-08-09,Scooter,43.0,Cloudy
2025-08-10,Scooter,44.0,Cloudy
2025-08-11,Bike,88.0,Cloudy
2025-08-12,Bike,34.0,Rainy
2025-08-13,Bike,69.0,Sunny
2025-08-13,Scooter,113.0,Sunny
2025-08-14,Bike,156.0,Cloudy
2025-08-14,Scooter,55.0,Cloudy
2025-08-15,Scooter,55.0,Cloudy
2025-08-16,Bike,79.0,Sunny
2025-08-17,Scooter,77.0,Sunny
2025-08-18,Bike,79.0,Rainy
2025-08-20,Bike,64.0,Sunny
2025-08-20,Scooter,177.0,Sunny
2025-08-21,Bike,25.0,Cloudy
2025-08-22,Bike,63.0,Cloudy
2025-08-22,Scooter,129.0,Cloudy
2025-08-23,Bike,191.0,Rainy
2025-08-23,Scooter,46.0,Rainy
2025-08-24,Scooter,83.0,Cloudy
2025-08-25,Scooter,66.0,Rainy
2025-08-26,Bike,97.0,Rainy
2025-08-26,Scooter,71.0,Rainy
2025-08-27,Bike,126.0,Cloudy
2025-08-27,Scooter,70.0,Cloudy
2025-08-28,Bike,169.0,Sunny
2025-08-28,Scooter,62.0,Sunny
2025-08-29,Bike,36.0,Rainy
2025-08-30,Bike,25.0,Sunny
2025-08-30,Scooter,23.0,Sunny
2025-08-31,Bike,13.0,Sunny
2025-08-31,Scooter,181.0,Sunny
2025-09-01,Scooter,52.0,Cloudy
2025-09-02,Scooter,46.0,Cloudy
2025-09-03,Bike,45.0,Rainy
2025-09-03,Scooter,137.0,Rainy
2025-09-04,Bike,82.0,Rainy
2025-09-04,Scooter,136.0,Rainy
2025-09-05,Bike,177.0,Rainy
2025-09-05,Scooter,17.0,Rainy
2025-09-06,Bike,36.0,Cloudy
2025-09-06,Scooter,68.0,Cloudy
2025-09-07,Bike,104.0,Cloudy
2025-09-07,Scooter,72.0,Cloudy
2025-09-08,Bike,173.0,Sunny
2025-09-09,Bike,60.0,Rainy
2025-09-09,Scooter,189.0,Rainy
2025-09-10,Scooter,129.0,Rainy
2025-09-11,Scooter,81.0,Sunny
2025-09-13,Bike,82.0,Sunny
2025-09-13,Scooter,41.0,Sunny
2025-09-14,Bike,108.0,Cloudy
2025-09-14,Scooter,153.0,Cloudy
2025-09-15,Scooter,60.0,Rainy
2025-09-16,Bike,91.0,Cloudy
2025-09-17,Bike,15.0,Sunny
2025-09-18,Bike,57.0,Sunny
2025-09-18,Scooter,45.0,Sunny
2025-09-19,Bike,75.0,Sunny
2025-09-19,Scooter,201.0,Sunny
2025-09-20,Bike,108.0,Sunny
2025-09-22,Bike,163.0,Rainy
2025-09-22,Scooter,31.0,Rainy
2025-09-23,Bike,59.0,Rainy
2025-09-23,Scooter,65.0,Rainy
2025-09-24,Bike,112.0,Cloudy
2025-09-24,Scooter,22.0,Cloudy
2025-09-25,Scooter,41.0,Cloudy
2025-09-26,Bike,101.0,Sunny
2025-09-26,Scooter,45.0,Sunny
2025-09-27,Bike,134.0,Sunny
2025-09-27,Scooter,136.0,Sunny
2025-09-28,Scooter,57.0,Sunny
2025-09-29,Bike,134.0,Sunny
2025-09-29,Scooter,65.0,Sunny
2025-09-30,Bike,18.0,Sunny
2025-09-30,Scooter,115.0,Sunny
2025-10-01,Bike,154.0,Rainy
2025-10-02,Bike,20.0,Sunny
2025-10-02,Scooter,18.0,Sunny
2025-10-03,Bike,258.0,Rainy
2025-10-03,Scooter,148.0,Rainy
2025-10-04,Scooter,61.0,Sunny
2025-10-05,Bike,170.0,Rainy
2025-10-05,Scooter,109.0,Rainy
2025-10-06,Bike,48.0,Sunny
2025-10-06,Scooter,41.0,Sunny
2025-10-08,Bike,100.0,Rainy
2025-10-08,Scooter,13.0,Rainy
2025-10-09,Bike,104.0,Sunny
2025-10-09,Scooter,76.0,Sunny
2025-10-10,Bike,136.0,Sunny
2025-10-10,Scooter,21.0,Sunny
2025-10-11,Scooter,38.0,Sunny
2025-10-12,Bike,140.0,Rainy
2025-10-12,Scooter,97.0,Rainy
2025-10-14,Bike,19.0,Rainy
2025-10-14,Scooter,12.0,Rainy
2025-10-16,Bike,228.0,Sunny
2025-10-16,Scooter,60.0,Sunny
2025-10-18,Bike,41.0,Rainy
2025-10-18,Scooter,124.0,Rainy
2025-10-19,Scooter,156.0,Rainy
2025-10-21,Bike,81.0,Sunny
2025-10-21,Scooter,58.0,Sunny
2025-10-22,Bike,74.0,Sunny
2025-10-22,Scooter,14.0,Sunny
2025-10-24,Bike,28.0,Cloudy
2025-10-24,Scooter,49.0,Cloudy
2025-10-25,Scooter,176.0,Cloudy
2025-10-26,Bike,66.0,Sunny
2025-10-27,Bike,96.0,Rainy
2025-10-27,Scooter,194.0,Rainy
2025-10-28,Scooter,93.0,Cloudy
2025-10-29,Bike,57.0,Cloudy
2025-10-31,Scooter,54.0,Cloudy
2025-11-01,Bike,35.0,Cloudy
2025-11-01,Scooter,55.0,Cloudy
2025-11-02,Bike,31.0,Sunny
2025-11-02,Scooter,99.0,Sunny
2025-11-04,Bike,92.0,Cloudy
2025-11-04,Scooter,114.0,Cloudy
2025-11-05,Bike,98.0,Cloudy
2025-11-05,Scooter,22.0,Cloudy
2025-11-06,Scooter,45.0,Cloudy
2025-11-07,Bike,30.0,Rainy
2025-11-07,Scooter,17.0,Rainy
2025-11-08,Bike,89.0,Rainy
2025-11-08,Scooter,132.0,Rainy
2025-11-09,Scooter,104.0,Rainy
2025-11-10,Bike,187.0,Sunny
2025-11-10,Scooter,145.0,Sunny
2025-11-11,Bike,38.0,Cloudy
2025-11-11,Scooter,67.0,Cloudy
2025-11-12,Bike,110.0,Rainy
2025-11-12,Scooter,101.0,Rainy
2025-11-13,Bike,69.0,Sunny
2025-11-14,Scooter,177.0,Rainy
2025-11-15,Bike,53.0,Rainy
2025-11-16,Bike,142.0,Cloudy
2025-11-16,Scooter,43.0,Cloudy
2025-11-17,Scooter,29.0,Rainy
2025-11-18,Bike,29.0,Rainy
2025-11-18,Scooter,67.0,Rainy
2025-11-19,Bike,43.0,Cloudy
2025-11-19,Scooter,43.0,Cloudy
2025-11-20,Scooter,63.0,Sunny
2025-11-21,Bike,159.0,Cloudy
2025-11-21,Scooter,56.0,Cloudy
2025-11-22,Bike,61.0,Sunny
2025-11-22,Scooter,56.0,Sunny
2025-11-23,Bike,75.0,Rainy
2025-11-23,Scooter,109.0,Rainy
2025-11-24,Bike,122.0,Rainy
2025-11-24,Scooter,126.0,Rainy
2025-11-25,Bike,218.0,Cloudy
2025-11-25,Scooter,125.0,Cloudy
2025-11-26,Bike,15.0,Cloudy
2025-11-26,Scooter,108.0,Cloudy
2025-11-27,Bike,92.0,Cloudy
2025-11-28,Bike,63.0,Rainy
2025-11-29,Bike,64.0,Rainy
2025-11-29,Scooter,136.0,Rainy
2025-11-30,Bike,19.0,Cloudy
2025-11-30,Scooter,35.0,Cloudy
2025-12-01,Bike,130.0,Sunny
2025-12-01,Scooter,58.0,Sunny
2025-12-02,Bike,191.0,Sunny
2025-12-02,Scooter,53.0,Sunny
2025-12-03,Bike,230.0,Cloudy
2025-12-03,Scooter,13.0,Cloudy
2025-12-04,Bike,133.0,Sunny
2025-12-04,Scooter,77.0,Sunny
2025-12-05,Bike,51.0,Rainy
2025-12-05,Scooter,84.0,Rainy
2025-12-06,Bike,57.0,Rainy
2025-12-06,Scooter,27.0,Rainy
2025-12-07,Bike,72.0,Sunny
2025-12-07,Scooter,22.0,Sunny
2025-12-08,Bike,91.0,Rainy
2025-12-09,Scooter,29.0,Sunny
2025-12-10,Scooter,15.0,Rainy
2025-12-11,Bike,33.0,Sunny
2025-12-11,Scooter,43.0,Sunny
2025-12-12,Scooter,85.0,Cloudy
2025-12-13,Bike,101.0,Rainy
2025-12-14,Bike,69.0,Cloudy
2025-12-14,Scooter,62.0,Cloudy
2025-12-15,Bike,81.0,Cloudy
2025-12-15,Scooter,28.0,Cloudy
2025-12-16,Bike,30.0,Sunny
2025-12-16,Scooter,60.0,Sunny
2025-12-17,Bike,64.0,Rainy
2025-12-18,Bike,158.0,Rainy
2025-12-18,Scooter,137.0,Rainy
2025-12-19,Bike,14.0,Rainy
2025-12-20,Scooter,63.0,Rainy
2025-12-21,Bike,11.0,Rainy
2025-12-21,Scooter,177.0,Rainy
2025-12-22,Bike,50.0,Rainy
2025-12-23,Bike,86.0,Rainy
2025-12-23,Scooter,157.0,Rainy
2025-12-24,Bike,90.0,Sunny
2025-12-24,Scooter,100.0,Sunny
2025-12-25,Bike,98.0,Sunny
2025-12-25,Scooter,56.0,Sunny
2025-12-26,Scooter,175.0,Sunny
2025-12-27,Bike,53.0,Sunny
2025-12-28,Bike,57.0,Rainy
2025-12-29,Bike,60.0,Cloudy
2025-12-29,Scooter,157.0,Cloudy
2025-12-30,Bike,70.0,Rainy
2025-12-30,Scooter,69.0,Rainy
2025-12-31,Bike,102.0,Rainy
2025-12-31,Scooter,82.0,Rainy
2025-01-01,Car,266.0,Cloudy
2025-01-02,Car,222.0,Cloudy
2025-01-03,Car,533.0,Rainy
2025-01-04,Car,424.0,Cloudy
2025-01-05,Car,122.0,Cloudy
2025-01-06,Car,113.0,Cloudy
2025-01-07,Car,721.0,Rainy
2025-01-08,Car,152.0,Rainy
2025-01-09,Car,371.0,Rainy
2025-01-10,Car,150.0,Rainy
2025-01-11,Car,194.0,Rainy
2025-01-12,Car,497.0,Rainy
2025-01-13,Car,141.0,Sunny
2025-01-14,Car,296.0,Rainy
2025-01-15,Car,215.0,Sunny
2025-01-16,Car,209.0,Cloudy
2025-01-17,Car,867.0,Cloudy
2025-01-18,Car,581.0,Sunny
2025-01-19,Car,102.0,Cloudy
2025-01-20,Car,265.0,Sunny
2025-01-21,Car,131.0,Rainy
2025-01-23,Car,377.0,Sunny
2025-01-24,Car,443.0,Rainy
2025-01-25,Car,214.0,Rainy
2025-01-26,Car,329.0,Cloudy
2025-01-27,Car,1222.0,Sunny
2025-01-28,Car,623.0,Rainy
2025-01-29,Car,625.0,Sunny
2025-01-30,Car,33.0,Sunny
2025-01-31,Car,352.0,Sunny
2025-02-01,Car,435.0,Rainy
2025-02-02,Car,708.0,Rainy
2025-02-03,Car,351.0,Sunny
2025-02-04,Car,742.0,Cloudy
2025-02-05,Car,373.0,Cloudy
2025-02-06,Car,85.0,Cloudy
2025-02-07,Car,412.0,Rainy
2025-02-08,Car,324.0,Sunny
2025-02-09,Car,573.0,Rainy
2025-02-10,Car,312.0,Rainy
2025-02-11,Car,163.0,Sunny
2025-02-12,Car,416.0,Sunny
2025-02-13,Car,435.0,Cloudy
2025-02-14,Car,308.0,Cloudy
2025-02-15,Car,126.0,Sunny
2025-02-16,Car,1059.0,Rainy
2025-02-17,Car,256.0,Rainy
2025-02-18,Car,31.0,Rainy
2025-02-19,Car,306.0,Cloudy
2025-02-20,Car,384.0,Sunny
2025-02-21,Car,772.0,Cloudy
2025-02-22,Car,861.0,Rainy
2025-02-23,Car,37.0,Rainy
2025-02-24,Car,370.0,Sunny
2025-02-25,Car,257.0,Cloudy
2025-02-26,Car,220.0,Cloudy
2025-02-27,Car,456.0,Cloudy
2025-02-28,Car,888.0,Sunny
2025-03-01,Car,585.0,Sunny
2025-03-02,Car,113.0,Rainy
2025-03-03,Car,233.0,Cloudy
2025-03-04,Car,513.0,Cloudy
2025-03-05,Car,140.0,Sunny
2025-03-07,Car,666.0,Rainy
2025-03-08,Car,707.0,Rainy
2025-03-09,Car,168.0,Cloudy
2025-03-10,Car,416.0,Rainy
2025-03-11,Car,303.0,Rainy
2025-03-12,Car,451.0,Sunny
2025-03-13,Car,82.0,Rainy
2025-03-15,Car,637.0,Sunny
2025-03-16,Car,284.0,Rainy
2025-03-17,Car,554.0,Rainy
2025-03-18,Car,259.0,Rainy
2025-03-19,Car,133.0,Rainy
2025-03-20,Car,136.0,Sunny
2025-03-21,Car,407.0,Sunny
2025-03-22,Car,280.0,Sunny
2025-03-23,Car,111.0,Cloudy
2025-03-24,Car,565.0,Rainy
2025-03-25,Car,174.0,Rainy
2025-03-26,Car,186.0,Rainy
2025-03-27,Car,45.0,Cloudy
2025-03-28,Car,248.0,Cloudy
2025-03-29,Car,619.0,Sunny
2025-03-30,Car,14.0,Sunny
2025-03-31,Car,951.0,Sunny
2025-04-01,Car,507.0,Sunny
2025-04-02,Car,299.0,Sunny
2025-04-04,Car,49.0,Cloudy
2025-04-05,Car,86.0,Sunny
2025-04-06,Car,123.0,Cloudy
2025-04-07,Car,351.0,Sunny
2025-04-08,Car,608.0,Cloudy
2025-04-09,Car,323.0,Sunny
2025-04-11,Car,179.0,Cloudy
2025-04-12,Car,84.0,Rainy
2025-04-13,Car,323.0,Rainy
2025-04-14,Car,558.0,Sunny
2025-04-15,Car,226.0,Cloudy
2025-04-16,Car,384.0,Rainy
2025-04-17,Car,550.0,Cloudy
2025-04-18,Car,71.0,Rainy
2025-04-19,Car,279.0,Rainy
2025-04-21,Car,171.0,Sunny
2025-04-22,Car,380.0,Rainy
2025-04-23,Car,449.0,Rainy
2025-04-25,Car,777.0,Cloudy
2025-04-26,Car,302.0,Cloudy
2025-04-27,Car,432.0,Sunny
2025-04-28,Car,536.0,Sunny
2025-04-29,Car,387.0,Cloudy
2025-04-30,Car,742.0,Rainy
2025-05-01,Car,294.0,Cloudy
2025-05-02,Car,606.0,Rainy
2025-05-03,Car,330.0,Sunny
2025-05-04,Car,189.0,Sunny
2025-05-05,Car,210.0,Cloudy
2025-05-06,Car,318.0,Sunny
2025-05-07,Car,473.0,Cloudy
2025-05-08,Car,296.0,Sunny
2025-05-09,Car,454.0,Cloudy
2025-05-10,Car,814.0,Sunny
2025-05-11,Car,238.0,Cloudy
2025-05-12,Car,92.0,Rainy
2025-05-13,Car,442.0,Rainy
2025-05-14,Car,247.0,Cloudy
2025-05-15,Car,823.0,Rainy
2025-05-18,Car,51.0,Sunny
2025-05-19,Car,125.0,Sunny
2025-05-20,Car,530.0,Cloudy
2025-05-21,Car,252.0,Cloudy
2025-05-22,Car,215.0,Rainy
2025-05-23,Car,284.0,Rainy
2025-05-24,Car,32.0,Cloudy
2025-05-25,Car,341.0,Sunny
2025-05-26,Car,109.0,Sunny
2025-05-27,Car,501.0,Sunny
2025-05-28,Car,584.0,Cloudy
2025-05-29,Car,96.0,Sunny
2025-05-31,Car,134.0,Cloudy
2025-06-01,Car,145.0,Sunny
2025-06-02,Car,426.0,Cloudy
2025-06-03,Car,641.0,Cloudy
2025-06-04,Car,267.0,Rainy
2025-06-05,Car,67.0,Sunny
2025-06-06,Car,284.0,Rainy
2025-06-07,Car,357.0,Rainy
2025-06-08,Car,462.0,Rainy
2025-06-09,Car,540.0,Rainy
2025-06-11,Car,252.0,Rainy
2025-06-12,Car,247.0,Sunny
2025-06-13,Car,49.0,Cloudy
2025-06-14,Car,159.0,Sunny
2025-06-15,Car,356.0,Sunny
2025-06-16,Car,373.0,Rainy
2025-06-17,Car,575.0,Rainy
2025-06-18,Car,256.0,Rainy
2025-06-19,Car,117.0,Sunny
2025-06-20,Car,295.0,Cloudy
2025-06-21,Car,504.0,Sunny
2025-06-23,Car,958.0,Sunny
2025-06-24,Car,48.0,Sunny
2025-06-25,Car,228.0,Rainy
2025-06-26,Car,1346.0,Sunny
2025-06-27,Car,85.0,Sunny
2025-06-28,Car,484.0,Sunny
2025-06-29,Car,383.0,Rainy
2025-06-30,Car,202.0,Cloudy
2025-07-01,Car,507.0,Sunny
2025-07-02,Car,279.0,Cloudy
2025-07-03,Car,32.0,Rainy
2025-07-06,Car,337.0,Rainy
2025-07-07,Car,820.0,Cloudy
2025-07-08,Car,977.0,Cloudy
2025-07-09,Car,98.0,Sunny
2025-07-10,Car,1016.0,Sunny
2025-07-11,Car,421.0,Sunny
2025-07-12,Car,99.0,Sunny
2025-07-13,Car,231.0,Sunny
2025-07-14,Car,287.0,Rainy
2025-07-15,Car,909.0,Cloudy
2025-07-16,Car,219.0,Sunny
2025-07-17,Car,178.0,Sunny
2025-07-18,Car,270.0,Cloudy
2025-07-19,Car,0.0,Sunny
2025-07-21,Car,123.0,Cloudy
2025-07-22,Car,874.0,Rainy
2025-07-23,Car,344.0,Sunny
2025-07-24,Car,274.0,Cloudy
2025-07-25,Car,265.0,Rainy
2025-07-26,Car,275.0,Cloudy
2025-07-27,Car,398.0,Sunny
2025-07-28,Car,197.0,Cloudy
2025-07-29,Car,538.0,Cloudy
2025-07-30,Car,306.0,Rainy
2025-07-31,Car,148.0,Rainy
2025-08-01,Car,1274.0,Sunny
2025-08-02,Car,786.0,Cloudy
2025-08-03,Car,797.0,Sunny
2025-08-04,Car,300.0,Cloudy
2025-08-05,Car,21.0,Sunny
2025-08-06,Car,404.0,Cloudy
2025-08-07,Car,144.0,Sunny
2025-08-08,Car,332.0,Rainy
2025-08-09,Car,154.0,Cloudy
2025-08-10,Car,112.0,Cloudy
2025-08-11,Car,40.0,Cloudy
2025-08-13,Car,141.0,Sunny
2025-08-14,Car,370.0,Cloudy
2025-08-15,Car,219.0,Cloudy
2025-08-16,Car,291.0,Sunny
2025-08-17,Car,1137.0,Sunny
2025-08-18,Car,492.0,Rainy
2025-08-19,Car,603.0,Rainy
2025-08-20,Car,33.0,Sunny
2025-08-21,Car,667.0,Cloudy
2025-08-22,Car,857.0,Cloudy
2025-08-23,Car,399.0,Rainy
2025-08-24,Car,281.0,Cloudy
2025-08-25,Car,194.0,Rainy
2025-08-26,Car,489.0,Rainy
2025-08-27,Car,500.0,Cloudy
2025-08-28,Car,70.0,Sunny
2025-08-29,Car,515.0,Rainy
2025-08-31,Car,705.0,Sunny
2025-09-01,Car,317.0,Cloudy
2025-09-02,Car,200.0,Cloudy
2025-09-03,Car,507.0,Rainy
2025-09-04,Car,436.0,Rainy
2025-09-05,Car,95.0,Rainy
2025-09-06,Car,463.0,Cloudy
2025-09-07,Car,456.0,Cloudy
2025-09-08,Car,492.0,Sunny
2025-09-09,Car,241.0,Rainy
2025-09-10,Car,125.0,Rainy
2025-09-11,Car,15.0,Sunny
2025-09-12,Car,728.0,Cloudy
2025-09-13,Car,435.0,Sunny
2025-09-14,Car,653.0,Cloudy
2025-09-15,Car,26.0,Rainy
2025-09-16,Car,577.0,Cloudy
2025-09-17,Car,666.0,Sunny
2025-09-18,Car,344.0,Sunny
2025-09-20,Car,52.0,Sunny
2025-09-21,Car,523.0,Rainy
2025-09-22,Car,370.0,Rainy
2025-09-23,Car,254.0,Rainy
2025-09-24,Car,214.0,Cloudy
2025-09-25,Car,417.0,Cloudy
2025-09-26,Car,731.0,Sunny
2025-09-27,Car,304.0,Sunny
2025-09-28,Car,456.0,Sunny
2025-09-29,Car,632.0,Sunny
2025-10-01,Car,1023.0,Rainy
2025-10-02,Car,458.0,Sunny
2025-10-03,Car,355.0,Rainy
2025-10-04,Car,310.0,Sunny
2025-10-05,Car,385.0,Rainy
2025-10-06,Car,506.0,Sunny
2025-10-07,Car,166.0,Rainy
2025-10-08,Car,74.0,Rainy
2025-10-09,Car,453.0,Sunny
2025-10-10,Car,166.0,Sunny
2025-10-11,Car,909.0,Sunny
2025-10-12,Car,791.0,Rainy
2025-10-13,Car,16.0,Sunny
2025-10-14,Car,389.0,Rainy
2025-10-15,Car,362.0,Rainy
2025-10-16,Car,278.0,Sunny
2025-10-17,Car,270.0,Sunny
2025-10-18,Car,305.0,Rainy
2025-10-19,Car,415.0,Rainy
2025-10-20,Car,577.0,Cloudy
2025-10-21,Car,411.0,Sunny
2025-10-22,Car,856.0,Sunny
2025-10-23,Car,687.0,Cloudy
2025-10-24,Car,181.0,Cloudy
2025-10-25,Car,101.0,Cloudy
2025-10-26,Car,224.0,Sunny
2025-10-27,Car,644.0,Rainy
2025-10-28,Car,366.0,Cloudy
2025-10-29,Car,393.0,Cloudy
2025-10-30,Car,216.0,Cloudy
2025-10-31,Car,470.0,Cloudy
2025-11-01,Car,164.0,Cloudy
2025-11-02,Car,414.0,Sunny
2025-11-03,Car,138.0,Sunny
2025-11-04,Car,375.0,Cloudy
2025-11-06,Car,603.0,Cloudy
2025-11-07,Car,221.0,Rainy
2025-11-08,Car,188.0,Rainy
2025-11-09,Car,183.0,Rainy
2025-11-10,Car,270.0,Sunny
2025-11-11,Car,38.0,Cloudy
2025-11-12,Car,339.0,Rainy
2025-11-13,Car,191.0,Sunny
2025-11-14,Car,906.0,Rainy
2025-11-15,Car,279.0,Rainy
2025-11-16,Car,577.0,Cloudy
2025-11-17,Car,748.0,Rainy
2025-11-18,Car,553.0,Rainy
2025-11-19,Car,0.0,Cloudy
2025-11-20,Car,15.0,Sunny
2025-11-21,Car,469.0,Cloudy
2025-11-22,Car,191.0,Sunny
2025-11-23,Car,41.0,Rainy
2025-11-24,Car,259.0,Rainy
2025-11-25,Car,405.0,Cloudy
2025-11-26,Car,25.0,Cloudy
2025-11-27,Car,410.0,Cloudy
2025-11-28,Car,772.0,Rainy
2025-11-30,Car,300.0,Cloudy
2025-12-01,Car,293.0,Sunny
2025-12-02,Car,327.0,Sunny
2025-12-03,Car,369.0,Cloudy
2025-12-04,Car,229.0,Sunny
2025-12-05,Car,489.0,Rainy
2025-12-06,Car,138.0,Rainy
2025-12-07,Car,360.0,Sunny
2025-12-08,Car,569.0,Rainy
2025-12-09,Car,318.0,Sunny
2025-12-10,Car,315.0,Rainy
2025-12-11,Car,494.0,Sunny
2025-12-12,Car,529.0,Cloudy
2025-12-13,Car,446.0,Rainy
2025-12-15,Car,927.0,Cloudy
2025-12-16,Car,110.0,Sunny
2025-12-17,Car,917.0,Rainy
2025-12-18,Car,380.0,Rainy
2025-12-19,Car,201.0,Rainy
2025-12-20,Car,375.0,Rainy
2025-12-21,Car,110.0,Rainy
2025-12-22,Car,0.0,Rainy
2025-12-23,Car,473.0,Rainy
2025-12-24,Car,687.0,Sunny
2025-12-25,Car,391.0,Sunny
2025-12-26,Car,601.0,Sunny
2025-12-27,Car,464.0,Sunny
2025-12-28,Car,0.0,Rainy
2025-12-29,Car,501.0,Cloudy
2025-12-30,Car,228.0,Rainy
2025-12-31,Car,690.0,Rainy
