Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
8/18/2024,Bengaluru,Karnataka,39.7,33.4,36.5,48.0,2.3,18.4,84,Satisfactory,1013.2,5.6
8/19/2024,Bengaluru,Karnataka,40.4,31.8,36.1,41.7,0.0,4.1,317,Very Poor,1001.3,64.7
8/20/2024,Bengaluru,Karnataka,33.4,25.0,29.2,36.1,25.7,11.9,64,Satisfactory,991.5,18.2
8/21/2024,Bengaluru,Karnataka,37.4,28.3,32.9,39.5,0.0,20.8,169,Moderate,1013.1,64.9
8/22/2024,Bengaluru,Karnataka,33.3,27.6,30.5,57.5,66.3,3.2,102,Moderate,1008.5,15.2
8/23/2024,Bengaluru,Karnataka,34.5,20.9,27.7,90.3,0.0,15.5,238,Poor,1004.9,36.0
8/24/2024,Bengaluru,Karnataka,41.5,28.9,35.2,53.8,0.8,18.2,236,Poor,1023.8,48.1
8/25/2024,Bengaluru,Karnataka,37.9,31.1,34.5,46.7,0.0,11.1,166,Moderate,992.6,39.5
8/26/2024,Bengaluru,Karnataka,32.6,20.1,26.3,87.4,7.7,19.8,343,Very Poor,1013.4,77.2
8/27/2024,Bengaluru,Karnataka,39.7,34.4,37.1,55.7,0.0,7.8,293,Poor,998.5,14.5
8/28/2024,Bengaluru,Karnataka,32.6,23.6,28.1,86.8,0.0,23.9,338,Very Poor,994.0,24.7
8/29/2024,Bengaluru,Karnataka,31.1,19.7,25.4,70.6,6.0,11.9,346,Very Poor,990.7,56.3
8/30/2024,Bengaluru,Karnataka,40.5,26.1,33.3,49.6,0.0,17.4,48,Good,1013.9,32.3
8/31/2024,Bengaluru,Karnataka,35.9,26.6,31.3,39.9,65.3,18.2,114,Moderate,992.1,68.7
9/1/2024,Bengaluru,Karnataka,43.7,30.7,37.2,77.5,0.0,6.4,106,Moderate,1020.3,73.9
9/2/2024,Bengaluru,Karnataka,41.1,32.6,36.9,82.8,9.2,6.9,339,Very Poor,991.4,19.0
9/3/2024,Bengaluru,Karnataka,26.2,13.1,19.7,52.4,0.0,13.1,43,Good,996.6,94.1
9/4/2024,Bengaluru,Karnataka,34.4,26.5,30.4,61.0,0.0,17.7,95,Satisfactory,1019.8,96.1
9/5/2024,Bengaluru,Karnataka,32.1,26.0,29.1,65.3,0.0,11.9,197,Moderate,991.8,99.3
9/6/2024,Bengaluru,Karnataka,44.7,35.1,39.9,37.3,0.0,9.1,114,Moderate,1007.6,58.1
9/7/2024,Bengaluru,Karnataka,26.5,19.5,23.0,72.8,0.0,12.2,126,Moderate,1021.9,14.8
9/8/2024,Bengaluru,Karnataka,31.1,17.8,24.5,90.8,46.6,23.2,70,Satisfactory,1004.3,31.9
9/9/2024,Bengaluru,Karnataka,43.9,29.5,36.7,50.0,51.6,13.0,194,Moderate,1017.1,78.0
9/10/2024,Bengaluru,Karnataka,26.4,19.2,22.8,58.6,4.8,3.1,171,Moderate,992.8,10.8
9/11/2024,Bengaluru,Karnataka,43.0,28.6,35.8,88.2,0.0,2.9,232,Poor,991.9,38.1
9/12/2024,Bengaluru,Karnataka,35.5,28.1,31.8,43.4,0.0,7.0,235,Poor,1021.3,16.6
9/13/2024,Bengaluru,Karnataka,41.7,31.2,36.4,60.9,0.0,20.2,258,Poor,1006.3,80.1
9/14/2024,Bengaluru,Karnataka,26.0,19.0,22.5,43.7,0.0,8.3,287,Poor,995.9,16.8
9/15/2024,Bengaluru,Karnataka,30.4,20.4,25.4,75.3,0.0,7.1,125,Moderate,1016.4,33.8
9/16/2024,Bengaluru,Karnataka,33.4,19.3,26.4,45.2,0.0,10.6,347,Very Poor,1004.8,57.0
9/17/2024,Bengaluru,Karnataka,37.6,26.6,32.1,31.8,0.0,8.0,316,Very Poor,1005.9,40.3
9/18/2024,Bengaluru,Karnataka,38.0,29.4,33.7,66.2,0.0,7.4,286,Poor,992.0,63.8
9/19/2024,Bengaluru,Karnataka,40.4,31.5,36.0,73.1,0.0,22.6,58,Satisfactory,1013.7,66.6
9/20/2024,Bengaluru,Karnataka,28.4,18.9,23.7,50.7,0.0,9.8,111,Moderate,1011.1,25.8
9/21/2024,Bengaluru,Karnataka,30.5,22.9,26.7,46.3,0.0,10.7,190,Moderate,1024.1,16.1
9/22/2024,Bengaluru,Karnataka,25.5,14.0,19.8,69.2,0.0,23.0,159,Moderate,1021.7,19.4
9/23/2024,Bengaluru,Karnataka,41.7,34.5,38.1,84.2,0.0,22.1,42,Good,1014.7,7.4
9/24/2024,Bengaluru,Karnataka,43.4,28.9,36.1,40.9,0.0,12.4,340,Very Poor,1014.9,62.2
9/25/2024,Bengaluru,Karnataka,30.6,20.5,25.6,89.5,0.0,4.9,95,Satisfactory,994.2,99.4
9/26/2024,Bengaluru,Karnataka,41.4,34.5,38.0,47.7,0.0,10.9,258,Poor,996.4,30.2
9/27/2024,Bengaluru,Karnataka,33.4,21.1,27.3,49.1,11.9,20.7,227,Poor,993.3,100.0
9/28/2024,Bengaluru,Karnataka,33.1,26.5,29.8,51.7,0.0,15.0,245,Poor,1011.1,93.9
9/29/2024,Bengaluru,Karnataka,29.3,19.3,24.3,70.6,0.0,9.5,349,Very Poor,992.6,81.4
9/30/2024,Bengaluru,Karnataka,34.8,28.3,31.6,87.5,0.0,13.5,342,Very Poor,1018.6,19.9
10/1/2024,Bengaluru,Karnataka,28.2,17.8,23.0,50.9,0.0,17.2,68,Satisfactory,1012.2,78.1
10/2/2024,Bengaluru,Karnataka,33.1,19.3,26.2,44.0,19.4,15.6,146,Moderate,1011.9,46.2
10/3/2024,Bengaluru,Karnataka,38.0,26.6,32.3,34.8,0.0,11.6,125,Moderate,1014.9,5.9
10/4/2024,Bengaluru,Karnataka,35.6,24.4,30.0,56.2,0.0,8.4,149,Moderate,991.4,6.3
10/5/2024,Bengaluru,Karnataka,41.0,29.9,35.5,40.2,8.5,19.8,94,Satisfactory,1000.4,12.1
10/6/2024,Bengaluru,Karnataka,29.0,17.1,23.1,85.3,0.0,11.6,128,Moderate,1003.2,93.4
10/7/2024,Bengaluru,Karnataka,33.9,19.9,26.9,53.3,4.9,7.6,322,Very Poor,1001.4,38.5
10/8/2024,Bengaluru,Karnataka,33.5,20.1,26.8,76.4,0.0,2.2,198,Moderate,1018.3,16.7
10/9/2024,Bengaluru,Karnataka,37.0,31.3,34.1,55.9,3.1,15.5,128,Moderate,1012.1,20.1
10/10/2024,Bengaluru,Karnataka,39.7,25.0,32.4,54.7,0.7,23.8,81,Satisfactory,993.6,37.5
10/11/2024,Bengaluru,Karnataka,41.5,32.9,37.2,52.6,4.7,9.5,262,Poor,1010.5,42.0
10/12/2024,Bengaluru,Karnataka,38.4,25.6,32.0,76.2,0.0,6.6,141,Moderate,993.0,55.1
10/13/2024,Bengaluru,Karnataka,35.6,25.8,30.7,82.4,0.0,16.6,109,Moderate,1014.6,90.4
10/14/2024,Bengaluru,Karnataka,27.5,18.2,22.8,48.9,0.0,18.5,274,Poor,1002.7,38.6
10/15/2024,Bengaluru,Karnataka,32.6,18.5,25.6,45.2,5.8,15.0,108,Moderate,1022.3,14.7
10/16/2024,Bengaluru,Karnataka,34.0,22.9,28.4,65.5,8.0,13.5,56,Satisfactory,1002.4,93.7
10/17/2024,Bengaluru,Karnataka,40.2,32.0,36.1,45.9,0.0,22.1,172,Moderate,1014.1,37.8
10/18/2024,Bengaluru,Karnataka,41.9,36.7,39.3,45.2,37.0,8.3,66,Satisfactory,997.6,25.3
10/19/2024,Bengaluru,Karnataka,26.1,16.4,21.2,43.6,0.0,14.4,285,Poor,1016.2,15.7
10/20/2024,Bengaluru,Karnataka,38.1,25.5,31.8,37.4,0.0,7.7,201,Poor,1010.1,88.8
10/21/2024,Bengaluru,Karnataka,38.2,24.1,31.2,45.3,47.7,3.2,46,Good,1004.9,22.3
10/22/2024,Bengaluru,Karnataka,36.6,25.0,30.8,85.6,0.0,24.5,292,Poor,1009.4,94.1
10/23/2024,Bengaluru,Karnataka,33.1,19.8,26.4,34.8,0.0,11.7,310,Very Poor,1018.0,31.7
10/24/2024,Bengaluru,Karnataka,28.4,22.1,25.2,66.7,0.6,20.1,210,Poor,990.6,9.5
10/25/2024,Bengaluru,Karnataka,42.5,30.7,36.6,48.2,0.0,14.1,167,Moderate,999.7,71.5
10/26/2024,Bengaluru,Karnataka,35.6,27.3,31.4,81.4,0.0,8.3,331,Very Poor,1022.2,46.5
10/27/2024,Bengaluru,Karnataka,44.0,34.7,39.3,57.9,0.0,6.9,94,Satisfactory,1017.1,35.4
10/28/2024,Bengaluru,Karnataka,32.0,23.7,27.8,78.7,0.8,19.6,96,Satisfactory,1000.8,83.2
10/29/2024,Bengaluru,Karnataka,39.8,29.1,34.5,79.7,0.0,21.5,54,Satisfactory,1014.8,87.6
10/30/2024,Bengaluru,Karnataka,39.2,24.8,32.0,72.9,28.6,16.8,131,Moderate,1024.4,19.8
10/31/2024,Bengaluru,Karnataka,42.7,35.6,39.2,37.0,0.0,24.1,58,Satisfactory,1017.8,71.6
11/1/2024,Bengaluru,Karnataka,26.5,16.9,21.7,76.0,0.0,9.1,92,Satisfactory,1003.2,63.1
11/2/2024,Bengaluru,Karnataka,36.7,30.2,33.4,87.4,0.0,15.9,177,Moderate,1001.5,88.0
11/3/2024,Bengaluru,Karnataka,36.5,29.2,32.8,57.6,0.0,17.2,210,Poor,993.3,7.2
11/4/2024,Bengaluru,Karnataka,29.3,17.6,23.5,42.1,0.0,8.9,213,Poor,1023.2,53.3
11/5/2024,Bengaluru,Karnataka,36.8,24.7,30.8,64.2,7.7,24.9,287,Poor,1006.1,72.1
11/6/2024,Bengaluru,Karnataka,25.9,17.3,21.6,71.0,70.8,3.4,319,Very Poor,1019.4,79.1
11/7/2024,Bengaluru,Karnataka,44.1,31.4,37.7,94.1,3.7,17.8,321,Very Poor,991.3,32.7
11/8/2024,Bengaluru,Karnataka,28.3,19.2,23.8,88.8,0.0,10.1,172,Moderate,1001.2,94.0
11/9/2024,Bengaluru,Karnataka,28.1,21.6,24.8,57.3,0.0,10.5,76,Satisfactory,992.4,61.1
11/10/2024,Bengaluru,Karnataka,25.4,13.6,19.5,64.2,0.0,20.5,117,Moderate,1000.3,93.9
11/11/2024,Bengaluru,Karnataka,39.1,30.0,34.6,77.8,1.4,22.5,90,Satisfactory,1010.3,34.7
11/12/2024,Bengaluru,Karnataka,37.1,22.2,29.6,65.6,0.0,5.8,239,Poor,999.9,43.3
11/13/2024,Bengaluru,Karnataka,31.0,17.7,24.4,38.8,30.2,11.9,94,Satisfactory,996.0,98.7
11/14/2024,Bengaluru,Karnataka,31.4,18.2,24.8,52.9,0.0,20.0,252,Poor,1001.1,54.0
11/15/2024,Bengaluru,Karnataka,26.0,16.9,21.4,40.6,0.0,19.8,70,Satisfactory,1023.3,71.4
11/16/2024,Bengaluru,Karnataka,27.2,19.2,23.2,31.7,7.8,3.2,334,Very Poor,998.8,84.9
11/17/2024,Bengaluru,Karnataka,41.4,35.3,38.3,57.0,42.8,7.0,93,Satisfactory,993.6,63.7
11/18/2024,Bengaluru,Karnataka,41.8,29.8,35.8,30.9,0.0,14.1,122,Moderate,998.1,69.1
11/19/2024,Bengaluru,Karnataka,39.5,31.8,35.6,85.5,1.9,15.9,225,Poor,992.7,85.4
11/20/2024,Bengaluru,Karnataka,38.1,30.4,34.3,52.7,54.6,20.6,129,Moderate,1012.8,84.9
11/21/2024,Bengaluru,Karnataka,32.8,26.6,29.7,80.7,27.2,15.5,158,Moderate,1006.8,6.7
11/22/2024,Bengaluru,Karnataka,30.8,17.6,24.2,48.6,0.0,19.7,182,Moderate,995.9,25.5
11/23/2024,Bengaluru,Karnataka,35.1,25.2,30.2,34.4,0.0,15.7,78,Satisfactory,1011.2,6.4
11/24/2024,Bengaluru,Karnataka,25.9,19.5,22.7,61.6,0.0,16.1,222,Poor,1006.2,29.3
11/25/2024,Bengaluru,Karnataka,41.4,29.6,35.5,59.4,0.0,22.4,338,Very Poor,996.6,59.0
11/26/2024,Bengaluru,Karnataka,42.3,33.8,38.0,71.3,2.2,19.5,322,Very Poor,1006.2,36.8
11/27/2024,Bengaluru,Karnataka,43.4,29.1,36.2,37.0,0.0,20.7,288,Poor,1008.8,87.8
11/28/2024,Bengaluru,Karnataka,29.3,16.2,22.7,44.3,0.2,10.0,93,Satisfactory,1016.2,46.6
11/29/2024,Bengaluru,Karnataka,36.2,25.7,31.0,32.6,45.9,22.2,211,Poor,1001.9,56.6
11/30/2024,Bengaluru,Karnataka,38.9,32.1,35.5,90.6,29.3,16.4,271,Poor,1006.9,60.1
12/1/2024,Bengaluru,Karnataka,38.8,32.8,35.8,56.5,6.8,15.0,259,Poor,1017.9,35.4
12/2/2024,Bengaluru,Karnataka,29.0,21.3,25.2,30.2,37.1,2.9,79,Satisfactory,991.5,89.2
12/3/2024,Bengaluru,Karnataka,28.2,16.2,22.2,67.4,14.4,2.0,53,Satisfactory,1001.4,69.6
12/4/2024,Bengaluru,Karnataka,37.9,26.5,32.2,73.8,0.0,16.5,78,Satisfactory,1004.3,77.5
12/5/2024,Bengaluru,Karnataka,40.9,35.2,38.0,72.6,6.8,23.2,179,Moderate,1015.7,96.3
12/6/2024,Bengaluru,Karnataka,41.9,35.1,38.5,49.8,0.0,6.2,311,Very Poor,1020.8,72.1
12/7/2024,Bengaluru,Karnataka,28.0,16.1,22.0,49.5,0.0,24.4,173,Moderate,994.6,42.2
12/8/2024,Bengaluru,Karnataka,38.6,25.8,32.2,56.6,0.0,21.0,93,Satisfactory,1005.3,25.6
12/9/2024,Bengaluru,Karnataka,37.8,32.8,35.3,76.2,0.0,21.4,155,Moderate,1017.5,98.4
12/10/2024,Bengaluru,Karnataka,30.2,16.1,23.2,50.0,0.0,7.4,46,Good,1016.3,75.0
12/11/2024,Bengaluru,Karnataka,27.6,14.1,20.9,77.6,0.0,16.6,128,Moderate,1012.2,22.5
12/12/2024,Bengaluru,Karnataka,31.5,21.8,26.7,75.9,0.0,10.5,97,Satisfactory,1009.3,44.7
12/13/2024,Bengaluru,Karnataka,35.5,28.8,32.2,70.5,4.4,4.6,66,Satisfactory,1007.1,71.7
12/14/2024,Bengaluru,Karnataka,29.5,22.0,25.7,65.0,20.3,22.7,329,Very Poor,1012.2,89.7
12/15/2024,Bengaluru,Karnataka,30.7,20.4,25.5,74.4,1.3,7.4,248,Poor,1007.3,64.9
12/16/2024,Bengaluru,Karnataka,36.4,24.8,30.6,37.5,35.0,3.1,344,Very Poor,1000.4,94.5
12/17/2024,Bengaluru,Karnataka,38.6,28.2,33.4,72.1,2.8,18.5,69,Satisfactory,1010.3,64.7
12/18/2024,Bengaluru,Karnataka,41.8,32.0,36.9,93.2,0.0,23.4,274,Poor,1014.0,64.0
12/19/2024,Bengaluru,Karnataka,29.4,20.6,25.0,69.5,0.0,6.5,284,Poor,1021.4,71.4
12/20/2024,Bengaluru,Karnataka,41.5,30.4,35.9,72.0,5.0,10.8,91,Satisfactory,998.4,11.8
12/21/2024,Bengaluru,Karnataka,33.1,23.8,28.5,85.2,1.2,19.3,120,Moderate,1010.7,47.6
12/22/2024,Bengaluru,Karnataka,37.0,22.9,29.9,63.1,25.3,2.4,299,Poor,1003.8,80.0
12/23/2024,Bengaluru,Karnataka,28.8,15.3,22.0,50.8,3.0,6.0,296,Poor,1003.4,7.9
12/24/2024,Bengaluru,Karnataka,34.4,26.7,30.6,46.9,15.5,8.2,40,Good,1001.7,27.2
12/25/2024,Bengaluru,Karnataka,29.0,21.7,25.4,58.9,45.0,2.6,136,Moderate,1012.1,84.4
12/26/2024,Bengaluru,Karnataka,30.0,21.8,25.9,49.7,0.0,24.2,209,Poor,1010.4,18.1
12/27/2024,Bengaluru,Karnataka,31.4,24.9,28.2,94.2,39.0,4.1,95,Satisfactory,993.1,69.8
12/28/2024,Bengaluru,Karnataka,41.4,27.5,34.5,70.6,43.7,18.4,53,Satisfactory,1020.5,69.0
12/29/2024,Bengaluru,Karnataka,41.7,27.1,34.4,38.4,0.0,4.5,344,Very Poor,1024.7,67.3
12/30/2024,Bengaluru,Karnataka,44.6,33.0,38.8,53.1,0.0,17.7,264,Poor,1020.8,7.4
12/31/2024,Bengaluru,Karnataka,42.1,36.8,39.5,92.7,4.2,5.1,171,Moderate,992.5,83.6
1/1/2025,Bengaluru,Karnataka,30.2,16.4,23.3,68.0,0.0,9.7,257,Poor,995.6,79.3
1/2/2025,Bengaluru,Karnataka,38.9,30.5,34.7,70.7,0.0,11.7,291,Poor,1011.6,79.9
1/3/2025,Bengaluru,Karnataka,25.9,18.7,22.3,77.0,6.7,23.4,266,Poor,992.6,44.5
1/4/2025,Bengaluru,Karnataka,35.6,22.9,29.3,46.8,0.0,24.3,44,Good,1007.3,67.5
1/5/2025,Bengaluru,Karnataka,40.9,28.5,34.7,53.9,0.0,10.4,66,Satisfactory,993.7,98.8
1/6/2025,Bengaluru,Karnataka,37.7,25.6,31.7,87.3,0.0,21.5,338,Very Poor,1015.3,91.0
1/7/2025,Bengaluru,Karnataka,29.9,20.3,25.1,73.4,21.6,11.0,307,Very Poor,1019.5,53.7
1/8/2025,Bengaluru,Karnataka,40.4,27.5,33.9,49.1,8.7,18.3,260,Poor,1010.3,15.4
1/9/2025,Bengaluru,Karnataka,34.0,19.9,27.0,42.0,11.3,13.5,213,Poor,997.9,5.3
1/10/2025,Bengaluru,Karnataka,29.7,21.5,25.6,49.0,8.0,3.2,94,Satisfactory,1009.2,11.1
1/11/2025,Bengaluru,Karnataka,36.7,24.9,30.8,46.6,41.5,2.5,212,Poor,1003.3,22.1
1/12/2025,Bengaluru,Karnataka,33.5,24.2,28.9,43.6,10.2,18.9,346,Very Poor,996.0,49.9
1/13/2025,Bengaluru,Karnataka,25.2,15.6,20.4,64.0,0.0,16.1,207,Poor,1013.0,7.5
1/14/2025,Bengaluru,Karnataka,27.3,17.9,22.6,81.4,75.5,11.5,313,Very Poor,990.2,80.0
1/15/2025,Bengaluru,Karnataka,30.4,20.7,25.6,55.1,0.0,16.4,292,Poor,998.8,25.4
1/16/2025,Bengaluru,Karnataka,36.9,31.8,34.4,34.5,0.0,5.4,296,Poor,995.5,80.8
1/17/2025,Bengaluru,Karnataka,32.1,21.1,26.6,72.0,0.0,23.7,108,Moderate,1004.4,86.7
1/18/2025,Bengaluru,Karnataka,32.9,20.1,26.5,83.9,0.0,21.5,323,Very Poor,1002.0,38.8
1/19/2025,Bengaluru,Karnataka,42.7,33.6,38.1,52.7,0.0,23.6,148,Moderate,1023.6,82.2
1/20/2025,Bengaluru,Karnataka,42.1,31.4,36.8,33.9,0.0,13.8,144,Moderate,1021.8,38.3
1/21/2025,Bengaluru,Karnataka,39.7,34.6,37.2,61.7,3.3,13.8,178,Moderate,1001.7,81.6
1/22/2025,Bengaluru,Karnataka,39.4,27.9,33.7,37.7,61.3,3.1,209,Poor,991.5,66.1
1/23/2025,Bengaluru,Karnataka,39.3,30.4,34.9,82.8,0.1,14.3,252,Poor,1012.1,20.9
1/24/2025,Bengaluru,Karnataka,31.7,22.8,27.2,58.4,6.8,16.7,64,Satisfactory,996.6,31.3
1/25/2025,Bengaluru,Karnataka,31.2,17.3,24.2,91.6,9.3,16.8,130,Moderate,1000.3,99.3
1/26/2025,Bengaluru,Karnataka,31.2,23.4,27.3,33.2,0.0,4.6,261,Poor,1015.2,61.4
1/27/2025,Bengaluru,Karnataka,30.7,23.3,27.0,71.9,0.0,2.2,116,Moderate,1013.8,15.9
1/28/2025,Bengaluru,Karnataka,35.0,24.0,29.5,67.9,69.1,19.0,333,Very Poor,992.8,96.3
1/29/2025,Bengaluru,Karnataka,27.5,22.3,24.9,85.9,0.0,3.1,47,Good,1016.1,16.9
1/30/2025,Bengaluru,Karnataka,41.4,29.5,35.4,89.4,0.0,23.2,106,Moderate,1009.5,15.6
1/31/2025,Bengaluru,Karnataka,38.0,30.7,34.4,47.2,0.0,23.3,58,Satisfactory,998.4,16.1
2/1/2025,Bengaluru,Karnataka,25.0,13.0,19.0,47.3,29.2,22.5,152,Moderate,997.5,16.1
2/2/2025,Bengaluru,Karnataka,43.3,37.7,40.5,49.2,11.5,8.6,136,Moderate,991.0,99.4
2/3/2025,Bengaluru,Karnataka,37.5,26.3,31.9,61.7,0.0,17.2,149,Moderate,998.7,47.8
2/4/2025,Bengaluru,Karnataka,27.2,12.3,19.8,80.2,0.0,8.0,157,Moderate,998.8,83.8
2/5/2025,Bengaluru,Karnataka,39.8,34.0,36.9,57.0,0.0,4.9,341,Very Poor,1006.5,97.0
2/6/2025,Bengaluru,Karnataka,26.6,14.2,20.4,75.9,0.0,12.6,54,Satisfactory,994.8,66.5
2/7/2025,Bengaluru,Karnataka,30.5,25.4,27.9,93.1,8.3,20.6,212,Poor,1022.6,41.7
2/8/2025,Bengaluru,Karnataka,40.4,31.6,36.0,76.1,0.0,4.7,248,Poor,991.1,55.6
2/9/2025,Bengaluru,Karnataka,31.6,20.7,26.2,73.3,37.7,16.7,104,Moderate,1001.7,28.8
2/10/2025,Bengaluru,Karnataka,25.4,18.2,21.8,57.6,32.9,4.1,297,Poor,1023.2,86.4
2/11/2025,Bengaluru,Karnataka,26.5,16.1,21.3,81.2,0.0,20.9,200,Moderate,1007.7,54.6
2/12/2025,Bengaluru,Karnataka,25.0,11.9,18.4,62.0,0.0,10.4,96,Satisfactory,1010.2,48.8
2/13/2025,Bengaluru,Karnataka,27.9,16.5,22.2,63.8,0.4,14.8,113,Moderate,999.9,93.2
2/14/2025,Bengaluru,Karnataka,37.4,22.9,30.2,77.0,0.0,12.0,61,Satisfactory,1007.4,99.1
2/15/2025,Bengaluru,Karnataka,33.3,23.9,28.6,68.5,1.3,8.3,294,Poor,1014.0,14.3
2/16/2025,Bengaluru,Karnataka,40.2,35.2,37.7,44.5,6.7,13.6,237,Poor,1012.9,61.7
2/17/2025,Bengaluru,Karnataka,38.5,32.3,35.4,95.0,73.7,15.4,225,Poor,993.6,59.5
2/18/2025,Bengaluru,Karnataka,36.9,29.1,33.0,39.4,9.4,22.6,217,Poor,995.7,25.4
2/19/2025,Bengaluru,Karnataka,43.4,31.0,37.2,49.6,1.3,6.0,264,Poor,992.2,72.6
2/20/2025,Bengaluru,Karnataka,44.9,39.7,42.3,49.8,0.0,8.1,161,Moderate,999.0,53.0
2/21/2025,Bengaluru,Karnataka,33.2,19.5,26.3,79.3,0.0,11.8,79,Satisfactory,999.6,80.3
2/22/2025,Bengaluru,Karnataka,34.0,26.5,30.3,32.5,8.9,12.1,156,Moderate,1016.4,60.2
2/23/2025,Bengaluru,Karnataka,29.0,21.3,25.2,86.5,10.1,3.8,59,Satisfactory,1012.9,19.4
2/24/2025,Bengaluru,Karnataka,32.6,26.3,29.5,61.1,0.0,10.7,170,Moderate,994.5,28.5
2/25/2025,Bengaluru,Karnataka,39.8,29.4,34.6,35.6,0.4,2.9,122,Moderate,1014.7,67.3
2/26/2025,Bengaluru,Karnataka,26.1,18.2,22.1,44.3,0.0,8.6,152,Moderate,1008.3,99.6
2/27/2025,Bengaluru,Karnataka,36.3,26.8,31.5,68.6,0.0,7.8,294,Poor,997.0,72.2
2/28/2025,Bengaluru,Karnataka,42.9,32.0,37.5,36.2,0.0,17.2,345,Very Poor,1016.7,50.7
3/1/2025,Bengaluru,Karnataka,42.3,29.2,35.7,57.5,0.0,24.6,125,Moderate,1021.1,23.2
3/2/2025,Bengaluru,Karnataka,43.1,29.7,36.4,45.1,56.1,2.7,342,Very Poor,1006.2,98.9
3/3/2025,Bengaluru,Karnataka,42.1,28.5,35.3,60.4,0.0,4.6,147,Moderate,990.7,91.7
3/4/2025,Bengaluru,Karnataka,40.3,28.9,34.6,87.5,0.0,16.9,285,Poor,998.3,60.8
3/5/2025,Bengaluru,Karnataka,31.3,23.0,27.2,71.0,0.0,21.0,185,Moderate,1004.0,44.4
3/6/2025,Bengaluru,Karnataka,27.5,21.7,24.6,54.3,0.0,13.8,281,Poor,993.6,83.6
3/7/2025,Bengaluru,Karnataka,28.0,21.4,24.7,53.0,2.7,12.0,171,Moderate,992.0,97.7
3/8/2025,Bengaluru,Karnataka,34.4,26.6,30.5,50.1,25.8,3.5,41,Good,1004.3,76.0
3/9/2025,Bengaluru,Karnataka,35.1,29.1,32.1,78.1,0.0,14.2,267,Poor,1012.6,89.6
3/10/2025,Bengaluru,Karnataka,37.1,24.9,31.0,44.7,4.1,21.9,147,Moderate,1020.7,68.7
3/11/2025,Bengaluru,Karnataka,25.6,12.7,19.1,59.7,5.4,20.3,75,Satisfactory,1009.4,90.9
3/12/2025,Bengaluru,Karnataka,36.4,28.9,32.7,79.8,0.0,22.0,295,Poor,1009.1,22.6
3/13/2025,Bengaluru,Karnataka,34.6,28.8,31.7,70.9,28.0,21.0,149,Moderate,993.8,76.1
3/14/2025,Bengaluru,Karnataka,36.1,27.3,31.7,65.5,64.9,3.5,101,Moderate,1018.0,28.0
3/15/2025,Bengaluru,Karnataka,26.4,16.7,21.6,47.0,0.0,17.4,259,Poor,1008.6,19.0
3/16/2025,Bengaluru,Karnataka,32.4,18.3,25.4,63.2,47.8,6.6,345,Very Poor,1000.1,71.5
3/17/2025,Bengaluru,Karnataka,33.1,19.1,26.1,78.9,66.8,23.6,126,Moderate,1019.3,64.8
3/18/2025,Bengaluru,Karnataka,38.5,28.7,33.6,83.3,31.1,14.7,327,Very Poor,1022.5,70.5
3/19/2025,Bengaluru,Karnataka,41.2,29.4,35.3,76.8,49.8,2.9,216,Poor,1000.2,9.9
3/20/2025,Bengaluru,Karnataka,28.9,18.8,23.9,79.0,0.0,15.8,145,Moderate,1000.0,18.1
3/21/2025,Bengaluru,Karnataka,36.9,25.9,31.4,61.1,0.0,22.3,247,Poor,1003.5,45.3
3/22/2025,Bengaluru,Karnataka,37.9,27.4,32.6,61.6,0.0,3.2,166,Moderate,1007.2,36.4
3/23/2025,Bengaluru,Karnataka,38.1,29.6,33.8,71.8,0.0,13.6,172,Moderate,1000.0,62.1
3/24/2025,Bengaluru,Karnataka,37.4,28.7,33.0,74.5,23.1,20.1,122,Moderate,1011.9,91.3
3/25/2025,Bengaluru,Karnataka,26.5,12.1,19.3,37.6,2.6,9.9,62,Satisfactory,1023.4,59.0
3/26/2025,Bengaluru,Karnataka,43.2,37.3,40.2,40.1,2.4,3.6,341,Very Poor,1012.3,19.2
3/27/2025,Bengaluru,Karnataka,31.6,25.0,28.3,45.4,0.0,2.7,198,Moderate,999.3,74.2
3/28/2025,Bengaluru,Karnataka,28.8,14.2,21.5,66.5,0.0,18.4,83,Satisfactory,995.8,75.3
3/29/2025,Bengaluru,Karnataka,37.5,28.9,33.2,36.6,0.0,6.2,328,Very Poor,1012.7,49.2
3/30/2025,Bengaluru,Karnataka,26.1,11.3,18.7,33.8,0.0,4.5,117,Moderate,995.4,10.9
3/31/2025,Bengaluru,Karnataka,41.3,33.5,37.4,33.5,0.0,2.4,74,Satisfactory,997.9,41.9
4/1/2025,Bengaluru,Karnataka,28.8,18.0,23.4,81.6,0.0,17.8,132,Moderate,1017.3,29.1
4/2/2025,Bengaluru,Karnataka,27.5,13.2,20.3,61.8,0.0,9.1,81,Satisfactory,1012.3,14.5
4/3/2025,Bengaluru,Karnataka,43.6,29.3,36.5,45.6,0.0,9.5,54,Satisfactory,1014.0,10.9
4/4/2025,Bengaluru,Karnataka,37.7,26.0,31.9,82.9,0.0,4.8,165,Moderate,990.6,79.0
4/5/2025,Bengaluru,Karnataka,25.9,17.6,21.8,66.6,0.0,14.1,246,Poor,1012.1,13.8
4/6/2025,Bengaluru,Karnataka,40.4,35.4,37.9,90.1,0.0,2.8,145,Moderate,1025.0,77.4
